stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,74.845,2.023,0.000,76,0,9,2704605876.939,244677485.759
refined,194.266,2.023,0.000,76,0,9,2704605876.939,99817626.270
