stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.932,"[-1.726, -0.139]",0.794,-2.345,0.022
norefined,c,-7.384,"[-13.573, -1.196]",6.189,-2.382,0.020
norefined,s,-3.995,"[-7.317, -0.674]",3.322,-2.401,0.019
norefined,k0,-1.189,"[-2.753, 0.375]",1.564,-1.518,0.134
norefined,k1,0.743,"[-0.231, 1.717]",0.974,1.524,0.132
norefined,k2,-1.061,"[-2.024, -0.098]",0.963,-2.198,0.031
norefined,k3,0.007,"[-0.898, 0.912]",0.905,0.015,0.988
norefined,k4,0.795,"[-0.702, 2.292]",1.497,1.060,0.293
norefined,k5,-0.185,"[-0.762, 0.393]",0.578,-0.638,0.526
refined,tt,-0.841,"[-1.156, -0.527]",0.314,-5.340,0.000
refined,c,-5.315,"[-7.321, -3.31]",2.005,-5.291,0.000
refined,s,-2.661,"[-3.694, -1.629]",1.033,-5.143,0.000
refined,k0,0.210,"[-0.236, 0.657]",0.446,0.940,0.351
refined,k1,0.085,"[-0.276, 0.447]",0.362,0.470,0.640
refined,k2,-0.088,"[-0.48, 0.303]",0.392,-0.451,0.654
refined,k3,0.049,"[-0.418, 0.515]",0.467,0.209,0.835
refined,k4,-0.441,"[-1.117, 0.235]",0.676,-1.301,0.198
refined,k5,0.258,"[-0.03, 0.546]",0.288,1.787,0.078
