stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.307,"[-1.989, -0.626]",0.681,-3.219,0.002
norefined,c,-6.777,"[-10.337, -3.217]",3.560,-3.193,0.002
norefined,s,-3.092,"[-4.696, -1.489]",1.603,-3.235,0.002
norefined,k0,1.066,"[-0.402, 2.534]",1.468,1.218,0.229
norefined,k1,-0.761,"[-2.077, 0.554]",1.315,-0.971,0.336
norefined,k2,-0.344,"[-1.535, 0.847]",1.191,-0.484,0.631
norefined,k3,0.864,"[-0.32, 2.047]",1.183,1.224,0.227
norefined,k4,0.540,"[-0.868, 1.948]",1.408,0.643,0.523
norefined,k5,-0.799,"[-1.84, 0.241]",1.041,-1.288,0.204
refined,tt,-1.282,"[-1.848, -0.716]",0.566,-3.799,0.000
refined,c,-7.320,"[-10.48, -4.16]",3.160,-3.885,0.000
refined,s,-4.275,"[-6.115, -2.434]",1.841,-3.895,0.000
refined,k0,-0.388,"[-1.289, 0.513]",0.901,-0.723,0.473
refined,k1,0.303,"[-0.54, 1.147]",0.843,0.603,0.549
refined,k2,-0.549,"[-1.417, 0.32]",0.869,-1.059,0.295
refined,k3,0.164,"[-0.632, 0.96]",0.796,0.345,0.732
refined,k4,0.464,"[-0.299, 1.228]",0.764,1.020,0.313
refined,k5,-0.123,"[-0.715, 0.469]",0.592,-0.348,0.729
