stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.682,"[-3.431, 0.067]",1.749,-1.919,0.059
norefined,c,-7.102,"[-14.044, -0.161]",6.941,-2.042,0.045
norefined,s,-3.673,"[-7.722, 0.377]",4.050,-1.810,0.075
norefined,k0,0.358,"[-1.075, 1.791]",1.433,0.499,0.619
norefined,k1,-0.560,"[-1.856, 0.737]",1.296,-0.862,0.392
norefined,k2,0.945,"[-1.052, 2.941]",1.996,0.944,0.348
norefined,k3,-0.612,"[-2.534, 1.31]",1.922,-0.636,0.527
norefined,k4,-0.563,"[-2.141, 1.016]",1.579,-0.711,0.479
norefined,k5,-0.761,"[-1.888, 0.367]",1.127,-1.347,0.183
refined,tt,-1.131,"[-2.089, -0.173]",0.958,-2.357,0.021
refined,c,-5.948,"[-11.159, -0.737]",5.211,-2.278,0.026
refined,s,-3.016,"[-5.896, -0.136]",2.880,-2.090,0.040
refined,k0,0.197,"[-0.9, 1.294]",1.097,0.359,0.721
refined,k1,-0.091,"[-0.728, 0.546]",0.637,-0.285,0.776
refined,k2,-0.215,"[-1.1, 0.671]",0.885,-0.484,0.630
refined,k3,-0.083,"[-0.93, 0.765]",0.847,-0.195,0.846
refined,k4,0.060,"[-1.012, 1.133]",1.072,0.112,0.911
refined,k5,-0.158,"[-0.896, 0.581]",0.739,-0.426,0.671
