stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.961,"[-1.739, -0.184]",0.778,-2.062,0.043
norefined,c,-5.999,"[-11.013, -0.985]",5.014,-1.996,0.050
norefined,s,-3.001,"[-5.601, -0.4]",2.600,-1.925,0.059
norefined,k0,0.683,"[-0.189, 1.555]",0.872,1.307,0.196
norefined,k1,-0.568,"[-1.421, 0.285]",0.853,-1.110,0.271
norefined,k2,1.235,"[-0.292, 2.762]",1.527,1.349,0.182
norefined,k3,-0.039,"[-1.226, 1.149]",1.187,-0.054,0.957
norefined,k4,0.110,"[-0.99, 1.21]",1.100,0.166,0.868
norefined,k5,-1.438,"[-2.96, 0.084]",1.522,-1.576,0.120
refined,tt,-1.758,"[-3.11, -0.406]",1.352,-2.169,0.034
refined,c,-8.375,"[-15.035, -1.714]",6.661,-2.097,0.040
refined,s,-4.457,"[-8.226, -0.688]",3.769,-1.972,0.053
refined,k0,-0.593,"[-1.619, 0.434]",1.026,-0.963,0.339
refined,k1,-0.125,"[-1.054, 0.804]",0.929,-0.224,0.823
refined,k2,0.936,"[-0.438, 2.31]",1.374,1.136,0.260
refined,k3,-0.765,"[-2.198, 0.667]",1.432,-0.891,0.376
refined,k4,2.067,"[0.192, 3.942]",1.875,1.839,0.070
refined,k5,-1.909,"[-3.472, -0.346]",1.563,-2.037,0.046
