stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.857,"[-1.753, 0.039]",0.896,-1.596,0.115
norefined,c,-5.963,"[-12.36, 0.435]",6.398,-1.554,0.125
norefined,s,-2.949,"[-6.103, 0.204]",3.154,-1.560,0.124
norefined,k0,0.725,"[-0.345, 1.795]",1.070,1.130,0.263
norefined,k1,-0.791,"[-1.899, 0.316]",1.108,-1.192,0.238
norefined,k2,1.130,"[-0.831, 3.092]",1.962,0.961,0.340
norefined,k3,0.175,"[-1.337, 1.686]",1.511,0.193,0.848
norefined,k4,-0.722,"[-2.331, 0.887]",1.609,-0.748,0.457
norefined,k5,-0.999,"[-2.906, 0.908]",1.907,-0.873,0.386
refined,tt,-0.451,"[-0.747, -0.154]",0.296,-2.535,0.014
refined,c,-3.229,"[-5.489, -0.969]",2.260,-2.383,0.020
refined,s,-1.634,"[-2.685, -0.584]",1.051,-2.595,0.012
refined,k0,0.301,"[-0.268, 0.87]",0.569,0.883,0.380
refined,k1,-0.387,"[-0.988, 0.215]",0.602,-1.073,0.287
refined,k2,-0.213,"[-1.062, 0.637]",0.849,-0.417,0.678
refined,k3,0.432,"[-0.196, 1.059]",0.627,1.147,0.255
refined,k4,-0.563,"[-1.483, 0.357]",0.920,-1.020,0.311
refined,k5,0.131,"[-0.862, 1.124]",0.993,0.220,0.827
