stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,17.538,1.727,0.000,0,9,3184574914.262,948948149.662,76
refined,22.067,1.727,0.000,0,9,3184574914.262,803336740.564,76
