stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.574,-6.770,-3.817,0.676,0.488,-1.784,0.112,0.683,0.067,1239035528.693,1584,0,0,0.233
norefined,2,-1.122,-6.848,-3.883,0.606,0.431,-1.754,-0.035,0.639,0.115,1157893491.162,1584,0,0,0.164
norefined,3,-1.489,-6.813,-3.895,0.671,0.334,-1.518,-0.195,0.592,0.245,1133152678.185,1584,0,0,0.219
norefined,4,-1.018,-6.883,-3.940,0.656,0.294,-1.466,-0.302,0.590,0.322,1092165575.266,1584,0,0,0.148
norefined,5,-1.464,-6.861,-3.891,0.709,0.230,-1.295,-0.371,0.550,0.402,1081045445.764,1584,0,0,0.213
norefined,6,-0.985,-6.930,-3.927,0.700,0.190,-1.253,-0.453,0.562,0.471,1056923941.953,1584,0,0,0.142
norefined,7,-1.459,-6.913,-3.854,0.730,0.151,-1.138,-0.482,0.520,0.507,1054179412.124,1584,0,0,0.211
norefined,8,-0.975,-6.980,-3.889,0.721,0.114,-1.110,-0.547,0.539,0.563,1037604084.500,1584,0,0,0.140
norefined,9,-1.457,-6.961,-3.811,0.741,0.087,-1.023,-0.559,0.500,0.576,1038863986.706,1584,0,0,0.209
norefined,10,-0.970,-7.026,-3.849,0.731,0.053,-1.008,-0.613,0.524,0.621,1026312400.260,1584,0,0,0.138
refined,11,-0.970,-7.026,-3.849,0.731,0.053,-1.008,-0.613,0.524,0.621,1026312400.260,1584,0,0,0.138
refined,12,-0.659,-3.384,-1.589,0.350,-0.544,0.123,-0.575,0.213,0.217,983588059.139,1584,0,0,0.195
refined,13,-0.555,-3.621,-1.825,0.100,-0.330,-0.058,-0.141,0.277,0.433,924117477.646,1584,0,0,0.153
refined,14,-0.552,-3.511,-1.701,0.133,-0.389,-0.034,-0.214,0.215,0.443,921513961.142,1584,0,0,0.157
refined,15,-0.553,-3.535,-1.723,0.124,-0.390,-0.024,-0.191,0.235,0.440,921438480.867,1584,0,0,0.156
refined,16,-0.549,-3.511,-1.709,0.123,-0.390,-0.024,-0.193,0.227,0.439,921431332.613,1584,0,0,0.156
refined,17,-0.547,-3.499,-1.703,0.120,-0.390,-0.022,-0.188,0.226,0.440,921425435.053,1584,0,0,0.156
refined,18,-0.543,-3.479,-1.692,0.117,-0.390,-0.020,-0.183,0.222,0.440,921416471.758,1584,0,0,0.156
refined,19,-0.539,-3.454,-1.680,0.113,-0.389,-0.018,-0.177,0.218,0.441,921402022.150,1584,0,0,0.156
refined,20,-0.533,-3.423,-1.664,0.109,-0.388,-0.015,-0.170,0.212,0.441,921378133.447,1584,0,0,0.156
