stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.643,"[-2.726, -0.559]",1.083,-3.026,0.004
norefined,c,-7.207,"[-12.087, -2.327]",4.880,-2.948,0.004
norefined,s,-3.490,"[-5.944, -1.035]",2.454,-2.838,0.006
norefined,k0,0.707,"[-0.334, 1.748]",1.041,1.355,0.180
norefined,k1,0.195,"[-0.599, 0.988]",0.793,0.490,0.626
norefined,k2,-0.690,"[-1.741, 0.361]",1.051,-1.310,0.195
norefined,k3,-0.588,"[-1.551, 0.375]",0.963,-1.219,0.227
norefined,k4,0.071,"[-1.129, 1.271]",1.200,0.118,0.906
norefined,k5,0.585,"[-0.393, 1.564]",0.979,1.194,0.237
refined,tt,-1.044,"[-1.471, -0.617]",0.427,-4.881,0.000
refined,c,-5.787,"[-8.045, -3.529]",2.258,-5.115,0.000
refined,s,-2.811,"[-4.011, -1.611]",1.200,-4.675,0.000
refined,k0,0.132,"[-0.492, 0.756]",0.624,0.422,0.674
refined,k1,-0.074,"[-0.565, 0.417]",0.491,-0.301,0.764
refined,k2,0.044,"[-0.597, 0.684]",0.640,0.136,0.892
refined,k3,-0.187,"[-0.878, 0.504]",0.691,-0.539,0.591
refined,k4,-0.495,"[-1.247, 0.257]",0.752,-1.313,0.194
refined,k5,0.395,"[-0.249, 1.04]",0.644,1.225,0.225
