stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.809,"[-3.078, 1.46]",2.269,-0.646,0.533
norefined,c,-5.042,"[-19.539, 9.455]",14.497,-0.630,0.543
norefined,s,-4.332,"[-16.221, 7.556]",11.889,-0.660,0.524
norefined,k0,-0.651,"[-3.226, 1.924]",2.575,-0.458,0.657
norefined,k1,1.253,"[-3.725, 6.231]",4.978,0.456,0.658
norefined,k2,0.971,"[-3.46, 5.402]",4.431,0.397,0.699
norefined,k3,-1.086,"[-6.266, 4.093]",5.180,-0.380,0.712
norefined,k4,-1.056,"[-3.24, 1.128]",2.184,-0.876,0.401
norefined,k5,-0.361,"[-3.559, 2.837]",3.198,-0.204,0.842
refined,tt,-0.302,"[-0.607, 0.002]",0.305,-1.800,0.102
refined,c,-2.685,"[-5.248, -0.123]",2.563,-1.899,0.087
refined,s,-1.710,"[-3.48, 0.059]",1.769,-1.752,0.110
refined,k0,-0.156,"[-0.714, 0.402]",0.558,-0.507,0.623
refined,k1,0.219,"[-0.399, 0.837]",0.618,0.642,0.535
refined,k2,-0.051,"[-0.671, 0.568]",0.620,-0.150,0.884
refined,k3,0.066,"[-0.689, 0.821]",0.755,0.159,0.877
refined,k4,0.261,"[-1.055, 1.577]",1.316,0.359,0.727
refined,k5,-0.109,"[-1.198, 0.979]",1.088,-0.182,0.859
