attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.177,"[-0.237, -0.118]",0.060,-5.934,0.000,27,0.800,627050110.838,0.201,-1.000,0.823,0,0,fn
c,-0.962,"[-1.309, -0.615]",0.347,-5.530,0.000,27,0.800,627050110.838,0.201,-6.000,5.038,0,0,fn
s,-0.639,"[-0.842, -0.436]",0.203,-6.290,0.000,27,0.800,627050110.838,0.201,-3.000,2.361,0,0,fn
k0,-0.152,"[-0.525, 0.222]",0.373,-0.811,0.420,27,0.800,627050110.838,0.201,0.000,-0.152,0,0,fp
k1,-0.037,"[-0.343, 0.269]",0.306,-0.243,0.809,27,0.800,627050110.838,0.201,0.000,-0.037,0,0,fp
k2,0.408,"[0.027, 0.79]",0.381,2.139,0.036,27,0.800,627050110.838,0.201,0.000,0.408,0,1,fp
k3,0.298,"[0.045, 0.551]",0.253,2.351,0.022,27,0.800,627050110.838,0.201,0.000,0.298,0,1,fp
k4,0.103,"[-0.222, 0.428]",0.325,0.632,0.530,27,0.800,627050110.838,0.201,0.000,0.103,0,0,fp
k5,0.254,"[-0.072, 0.581]",0.327,1.553,0.125,27,0.800,627050110.838,0.201,0.000,0.254,0,0,fp
vot,0.184,,,,,27,0.800,627050110.838,0.201,0.167,0.018,0,0,fn
tt,-0.970,"[-1.342, -0.598]",0.372,-5.202,0.000,27,0.900,185163939.957,0.127,-1.000,0.030,0,0,fn
c,-6.060,"[-8.519, -3.6]",2.460,-4.917,0.000,27,0.900,185163939.957,0.127,-6.000,-0.060,0,0,fn
s,-3.118,"[-4.477, -1.76]",1.359,-4.582,0.000,27,0.900,185163939.957,0.127,-3.000,-0.118,0,0,fn
k0,-0.038,"[-0.696, 0.62]",0.658,-0.116,0.908,27,0.900,185163939.957,0.127,0.000,-0.038,0,0,fp
k1,0.037,"[-0.548, 0.623]",0.586,0.127,0.899,27,0.900,185163939.957,0.127,0.000,0.037,0,0,fp
k2,-0.470,"[-1.413, 0.474]",0.944,-0.993,0.324,27,0.900,185163939.957,0.127,0.000,-0.470,0,0,fp
k3,0.026,"[-0.437, 0.489]",0.463,0.111,0.912,27,0.900,185163939.957,0.127,0.000,0.026,0,0,fp
k4,0.096,"[-0.61, 0.802]",0.706,0.270,0.788,27,0.900,185163939.957,0.127,0.000,0.096,0,0,fp
k5,0.367,"[-0.271, 1.005]",0.638,1.148,0.255,27,0.900,185163939.957,0.127,0.000,0.367,0,0,fp
vot,0.160,,,,,27,0.900,185163939.957,0.127,0.167,-0.007,0,0,fn
tt,-1.062,"[-1.466, -0.658]",0.404,-5.247,0.000,27,1.100,206243896.169,0.165,-1.000,-0.062,0,0,fn
c,-6.159,"[-8.464, -3.855]",2.304,-5.336,0.000,27,1.100,206243896.169,0.165,-6.000,-0.159,0,0,fn
s,-2.961,"[-4.199, -1.723]",1.238,-4.773,0.000,27,1.100,206243896.169,0.165,-3.000,0.039,0,0,fn
k0,0.104,"[-0.597, 0.806]",0.702,0.296,0.768,27,1.100,206243896.169,0.165,0.000,0.104,0,0,fp
k1,0.032,"[-0.561, 0.626]",0.593,0.108,0.914,27,1.100,206243896.169,0.165,0.000,0.032,0,0,fp
k2,0.263,"[-0.571, 1.098]",0.835,0.630,0.531,27,1.100,206243896.169,0.165,0.000,0.263,0,0,fp
k3,-0.104,"[-0.575, 0.367]",0.471,-0.442,0.660,27,1.100,206243896.169,0.165,0.000,-0.104,0,0,fp
k4,-0.044,"[-0.754, 0.666]",0.710,-0.124,0.901,27,1.100,206243896.169,0.165,0.000,-0.044,0,0,fp
k5,-0.066,"[-0.677, 0.546]",0.611,-0.214,0.831,27,1.100,206243896.169,0.165,0.000,-0.066,0,0,fp
vot,0.172,,,,,27,1.100,206243896.169,0.165,0.167,0.006,0,0,fn
tt,-0.981,"[-1.47, -0.492]",0.489,-4.005,0.000,27,1.200,368981003.505,0.235,-1.000,0.019,0,0,fn
c,-5.624,"[-8.373, -2.875]",2.749,-4.084,0.000,27,1.200,368981003.505,0.235,-6.000,0.376,0,0,fn
s,-2.590,"[-4.0, -1.18]",1.410,-3.666,0.000,27,1.200,368981003.505,0.235,-3.000,0.410,0,0,fn
k0,0.029,"[-0.807, 0.866]",0.837,0.070,0.945,27,1.200,368981003.505,0.235,0.000,0.029,0,0,fp
k1,0.327,"[-0.449, 1.104]",0.776,0.842,0.403,27,1.200,368981003.505,0.235,0.000,0.327,0,0,fp
k2,-0.109,"[-1.14, 0.921]",1.031,-0.212,0.833,27,1.200,368981003.505,0.235,0.000,-0.109,0,0,fp
k3,-0.224,"[-0.794, 0.346]",0.570,-0.785,0.436,27,1.200,368981003.505,0.235,0.000,-0.224,0,0,fp
k4,-0.115,"[-0.979, 0.749]",0.864,-0.266,0.791,27,1.200,368981003.505,0.235,0.000,-0.115,0,0,fp
k5,0.034,"[-0.69, 0.758]",0.724,0.094,0.925,27,1.200,368981003.505,0.235,0.000,0.034,0,0,fp
vot,0.174,,,,,27,1.200,368981003.505,0.235,0.167,0.008,0,0,fn
