stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.687,-5.201,-1.246,0.673,-0.610,1.533,1.235,1.357,-1.555,1252908290.088,0.132
norefined,2,-1.020,-5.174,-1.493,0.512,-0.636,1.476,1.087,1.210,-1.616,862333929.697,0.197
norefined,3,-0.755,-5.154,-1.855,0.381,-0.696,1.462,0.946,1.131,-1.659,623653792.637,0.146
norefined,4,-1.179,-5.079,-2.027,0.286,-0.702,1.431,0.825,1.032,-1.648,581836787.938,0.232
norefined,5,-0.733,-5.098,-2.245,0.261,-0.725,1.437,0.793,1.042,-1.621,507020242.541,0.144
norefined,6,-1.216,-5.047,-2.287,0.214,-0.712,1.403,0.736,0.976,-1.584,511263594.375,0.241
norefined,7,-0.752,-5.075,-2.464,0.209,-0.728,1.416,0.722,0.997,-1.544,460743798.474,0.148
norefined,8,-1.242,-5.039,-2.452,0.182,-0.708,1.379,0.693,0.950,-1.494,478729447.022,0.247
norefined,9,-0.772,-5.072,-2.609,0.183,-0.722,1.394,0.685,0.972,-1.450,434582216.985,0.152
norefined,10,-1.263,-5.045,-2.569,0.166,-0.698,1.356,0.669,0.935,-1.398,458294969.722,0.250
refined,11,-0.772,-5.072,-2.609,0.183,-0.722,1.394,0.685,0.972,-1.450,434582216.985,0.152
refined,12,-0.564,-2.765,-1.602,0.013,-0.015,-0.260,-0.268,-0.049,0.744,324189247.214,0.204
refined,13,-0.700,-3.998,-2.111,-0.201,-0.097,0.111,0.100,0.276,0.319,196412616.479,0.175
refined,14,-0.855,-5.084,-2.674,-0.137,-0.019,-0.104,0.096,0.258,0.290,187529146.664,0.168
refined,15,-0.935,-5.728,-2.987,-0.065,0.036,-0.332,0.057,0.179,0.319,185516031.536,0.163
refined,16,-0.957,-5.943,-3.073,-0.045,0.040,-0.423,0.035,0.124,0.349,185206862.432,0.161
refined,17,-0.966,-6.023,-3.104,-0.040,0.038,-0.455,0.029,0.105,0.361,185168672.344,0.160
refined,18,-0.969,-6.048,-3.114,-0.039,0.038,-0.465,0.027,0.098,0.365,185164435.065,0.160
refined,19,-0.970,-6.057,-3.117,-0.038,0.037,-0.468,0.026,0.096,0.366,185163986.676,0.160
refined,20,-0.970,-6.060,-3.118,-0.038,0.037,-0.470,0.026,0.096,0.367,185163939.957,0.160
