stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,45.318,1.727,0.000,0,9,4020412582.446,567256913.815,76
refined,71.795,1.727,0.000,0,9,4020412582.446,377712941.055,76
