stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.449,-7.732,-3.050,-0.762,0.813,-0.378,1.036,-1.724,0.549,1806151896.228,0.317
norefined,2,-2.009,-7.830,-3.152,-0.835,0.766,-0.475,0.937,-1.741,0.453,1521821106.342,0.257
norefined,3,-1.543,-7.897,-3.271,-0.881,0.727,-0.518,0.882,-1.735,0.377,1088191733.686,0.195
norefined,4,-1.064,-7.949,-3.386,-0.895,0.698,-0.509,0.834,-1.700,0.359,949246816.658,0.134
norefined,5,-1.546,-7.887,-3.402,-0.887,0.648,-0.494,0.807,-1.624,0.430,1053707400.216,0.196
norefined,6,-1.066,-7.938,-3.513,-0.899,0.625,-0.483,0.761,-1.584,0.406,929474827.685,0.134
norefined,7,-1.552,-7.882,-3.503,-0.885,0.582,-0.475,0.737,-1.521,0.473,1030566060.690,0.197
norefined,8,-1.072,-7.934,-3.610,-0.894,0.564,-0.463,0.694,-1.479,0.446,913723688.769,0.135
norefined,9,-1.558,-7.882,-3.585,-0.876,0.525,-0.458,0.672,-1.423,0.512,1013213579.262,0.198
norefined,10,-1.077,-7.934,-3.688,-0.882,0.511,-0.447,0.633,-1.379,0.482,900909198.620,0.136
refined,11,-1.077,-7.934,-3.688,-0.882,0.511,-0.447,0.633,-1.379,0.482,900909198.620,0.136
refined,12,-0.831,-5.255,-2.287,-0.119,-1.301,0.158,0.228,0.885,0.107,765264045.592,0.158
refined,13,-0.882,-5.574,-2.441,-0.281,-0.356,0.638,0.258,0.583,0.051,732347015.900,0.158
refined,14,-0.842,-5.302,-2.287,-0.313,-0.203,0.723,0.289,0.613,0.054,729181052.243,0.159
refined,15,-0.813,-5.116,-2.198,-0.317,-0.132,0.733,0.305,0.599,0.057,728282268.406,0.159
refined,16,-0.790,-4.979,-2.131,-0.323,-0.102,0.724,0.317,0.588,0.058,727958313.167,0.159
refined,17,-0.774,-4.881,-2.083,-0.326,-0.088,0.715,0.326,0.580,0.058,727817325.953,0.159
refined,18,-0.762,-4.808,-2.048,-0.328,-0.081,0.707,0.332,0.573,0.058,727747421.286,0.159
refined,19,-0.753,-4.753,-2.022,-0.330,-0.076,0.701,0.336,0.568,0.057,727709485.253,0.158
refined,20,-0.746,-4.711,-2.001,-0.331,-0.074,0.696,0.339,0.564,0.057,727687504.478,0.158
