stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,6.783,2.023,0.000,76,0,9,1721828351.568,900909198.624
refined,10.170,2.023,0.000,76,0,9,1721828351.568,727687504.481
