stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,144.185,2.023,0.000,0,9,2982692788.471,146439228.620,76
refined,222.297,2.023,0.000,0,9,2982692788.471,96650041.859,76
