stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.580,-4.423,-3.694,0.138,-0.165,0.009,-0.588,0.544,1.122,450753422.267,1584,0,0,0.131
norefined,2,-1.060,-4.420,-3.650,0.045,-0.159,0.004,-0.578,0.451,1.096,253120862.718,1584,0,0,0.240
norefined,3,-0.805,-4.595,-3.630,0.032,-0.158,0.186,-0.481,0.253,0.827,223320039.974,1584,0,0,0.175
norefined,4,-1.265,-4.601,-3.545,-0.074,-0.110,0.233,-0.436,0.143,0.795,216723892.574,1584,0,0,0.275
norefined,5,-0.809,-4.699,-3.613,-0.016,-0.126,0.299,-0.424,0.078,0.671,196258825.341,1584,0,0,0.172
norefined,6,-1.276,-4.689,-3.530,-0.121,-0.068,0.334,-0.392,-0.013,0.660,199477497.595,1584,0,0,0.272
norefined,7,-0.806,-4.776,-3.602,-0.049,-0.096,0.368,-0.402,-0.048,0.572,184534750.466,1584,0,0,0.169
norefined,8,-1.279,-4.758,-3.523,-0.149,-0.039,0.388,-0.382,-0.126,0.576,191520029.347,1584,0,0,0.269
norefined,9,-0.805,-4.838,-3.599,-0.071,-0.074,0.405,-0.402,-0.143,0.506,178590764.348,1584,0,0,0.166
norefined,10,-1.281,-4.814,-3.523,-0.167,-0.021,0.415,-0.391,-0.211,0.519,187228671.974,1584,0,0,0.266
refined,11,-0.805,-4.838,-3.599,-0.071,-0.074,0.405,-0.402,-0.143,0.506,178590764.348,1584,0,0,0.166
refined,12,-0.975,-5.146,-3.435,-0.293,0.195,0.374,-0.607,-0.536,0.338,132703459.443,1584,0,0,0.189
refined,13,-1.032,-5.394,-3.762,-0.338,0.040,0.500,-0.768,-0.755,0.410,131680917.582,1584,0,0,0.191
refined,14,-1.045,-5.451,-3.865,-0.373,-0.042,0.540,-0.848,-0.884,0.432,131468853.334,1584,0,0,0.192
refined,15,-1.049,-5.460,-3.915,-0.393,-0.093,0.563,-0.895,-0.961,0.442,131393767.738,1584,0,0,0.192
refined,16,-1.052,-5.468,-3.945,-0.405,-0.122,0.576,-0.922,-1.005,0.448,131371129.027,1584,0,0,0.192
refined,17,-1.054,-5.474,-3.962,-0.410,-0.136,0.583,-0.936,-1.027,0.452,131365110.799,1584,0,0,0.192
refined,18,-1.055,-5.479,-3.971,-0.413,-0.144,0.587,-0.943,-1.038,0.454,131363611.294,1584,0,0,0.193
refined,19,-1.055,-5.481,-3.976,-0.414,-0.147,0.590,-0.947,-1.044,0.456,131363248.893,1584,0,0,0.193
refined,20,-1.056,-5.482,-3.978,-0.415,-0.149,0.591,-0.949,-1.046,0.456,131363162.583,1584,0,0,0.193
