stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,15.263,1.727,0.000,0,9,4808111137.742,1576316525.786,76
refined,21.121,1.727,0.000,0,9,4808111137.742,1253062912.251,76
