stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.713,-7.915,-2.593,0.553,-1.849,-0.190,-0.259,1.518,0.555,5119370529.258,1584,0,0,-0.090
norefined,2,0.220,-7.956,-2.598,0.517,-1.848,-0.204,-0.312,1.489,0.542,3452395370.632,1584,0,0,-0.028
norefined,3,-0.275,-7.970,-2.584,0.459,-1.844,-0.217,-0.342,1.485,0.545,2520652438.118,1584,0,0,0.035
norefined,4,-0.768,-7.946,-2.573,0.390,-1.831,-0.215,-0.363,1.508,0.570,1883973574.162,1584,0,0,0.097
norefined,5,-1.249,-7.898,-2.545,0.344,-1.770,-0.213,-0.315,1.589,0.593,1666213778.180,1584,0,0,0.158
norefined,6,-0.867,-7.892,-2.759,0.340,-1.639,-0.204,-0.162,1.681,0.499,1728944346.873,1584,0,0,0.110
norefined,7,-1.350,-7.840,-2.721,0.294,-1.580,-0.208,-0.116,1.748,0.512,1614039532.315,1584,0,0,0.172
norefined,8,-0.918,-7.851,-2.906,0.292,-1.501,-0.203,-0.039,1.794,0.391,1652758376.659,1584,0,0,0.117
norefined,9,-1.403,-7.796,-2.864,0.244,-1.446,-0.205,0.001,1.851,0.398,1576316525.787,1584,0,0,0.180
norefined,10,-0.961,-7.815,-3.033,0.241,-1.385,-0.207,0.040,1.878,0.257,1598472330.928,1584,0,0,0.123
refined,11,-1.403,-7.796,-2.864,0.244,-1.446,-0.205,0.001,1.851,0.398,1576316525.787,1584,0,0,0.180
refined,12,-1.043,-5.658,-2.728,0.513,0.734,1.220,-0.583,1.684,-1.346,1370476604.373,1584,0,0,0.184
refined,13,-1.560,-8.693,-4.095,0.660,0.848,1.679,-0.324,2.253,-1.691,1306865718.237,1584,0,0,0.179
refined,14,-1.973,-10.254,-5.397,1.096,1.280,1.562,-0.548,2.196,-1.757,1282599121.851,1584,0,0,0.192
refined,15,-3.375,-16.643,-9.739,1.826,3.073,2.837,-1.241,2.564,-2.941,1253062912.252,1584,0,0,0.203
refined,16,-13.253,-62.033,-41.748,7.616,18.733,14.434,-6.638,4.054,-11.411,1292983619.018,1584,0,0,0.214
refined,17,0.686,2.967,3.193,-0.573,-3.412,-1.762,1.285,1.395,-0.435,14123865176.830,1584,0,0,0.231
refined,18,-4.636,-19.023,-20.702,3.289,21.335,12.994,-7.084,-7.684,0.454,3313388019.890,1584,0,0,0.244
refined,19,-3.480,-23.770,-7.535,5.134,9.338,5.318,2.823,1.362,-0.659,2316483152.596,1584,0,0,0.146
refined,20,-4.290,-25.396,-8.290,1.314,7.458,6.118,-2.069,4.471,-1.624,1903970210.165,1584,0,0,0.169
