attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.606,"[-0.929, -0.283]",0.323,-3.126,0.003,9.989,ngd,67,435956430.115,0.219,-1.000,0.394,0,0,fn
c,-4.746,"[-6.901, -2.591]",2.155,-3.673,0.000,9.989,ngd,67,435956430.115,0.219,-6.000,1.254,0,0,fn
s,-2.478,"[-3.548, -1.409]",1.070,-3.864,0.000,9.989,ngd,67,435956430.115,0.219,-3.000,0.522,0,0,fn
k0,0.159,"[-0.372, 0.689]",0.531,0.498,0.620,9.989,ngd,67,435956430.115,0.219,0.000,0.159,0,0,fp
k1,-0.870,"[-1.557, -0.183]",0.687,-2.113,0.038,9.989,ngd,67,435956430.115,0.219,0.000,-0.870,0,1,fp
k2,0.081,"[-0.544, 0.706]",0.625,0.216,0.829,9.989,ngd,67,435956430.115,0.219,0.000,0.081,0,0,fp
k3,-0.639,"[-1.341, 0.062]",0.701,-1.521,0.133,9.989,ngd,67,435956430.115,0.219,0.000,-0.639,0,0,fp
k4,-0.406,"[-1.088, 0.277]",0.682,-0.992,0.325,9.989,ngd,67,435956430.115,0.219,0.000,-0.406,0,0,fp
k5,1.007,"[0.162, 1.852]",0.845,1.988,0.051,9.989,ngd,67,435956430.115,0.219,0.000,1.007,0,1,fp
vot,0.128,,,,,9.989,ngd,67,435956430.115,0.219,0.167,-0.039,0,0,fn
tt,0.910,"[-0.557, 2.376]",1.466,1.035,0.304,10.594,lm,67,7506764674.170,0.910,-1.000,1.910,1,0,fn
c,-4.332,"[-13.055, 4.391]",8.723,-0.828,0.410,10.594,lm,67,7506764674.170,0.910,-6.000,1.668,1,0,fn
s,-2.451,"[-6.285, 1.383]",3.834,-1.066,0.290,10.594,lm,67,7506764674.170,0.910,-3.000,0.549,1,0,fn
k0,1.088,"[-2.414, 4.591]",3.502,0.518,0.606,10.594,lm,67,7506764674.170,0.910,0.000,1.088,0,0,fp
k1,-0.733,"[-4.064, 2.599]",3.332,-0.367,0.715,10.594,lm,67,7506764674.170,0.910,0.000,-0.733,0,0,fp
k2,0.459,"[-2.144, 3.063]",2.603,0.294,0.769,10.594,lm,67,7506764674.170,0.910,0.000,0.459,0,0,fp
k3,-0.525,"[-2.976, 1.926]",2.451,-0.357,0.722,10.594,lm,67,7506764674.170,0.910,0.000,-0.525,0,0,fp
k4,-0.002,"[-2.062, 2.058]",2.060,-0.002,0.999,10.594,lm,67,7506764674.170,0.910,0.000,-0.002,0,0,fp
k5,1.637,"[-2.375, 5.648]",4.012,0.680,0.499,10.594,lm,67,7506764674.170,0.910,0.000,1.637,0,0,fp
vot,-0.210,,,,,10.594,lm,67,7506764674.170,0.910,0.167,-0.377,0,0,fn
tt,-1.295,"[-1.779, -0.811]",0.484,-4.462,0.000,20.648,ngd+lm,67,171779199.956,0.138,-1.000,-0.295,0,0,fn
c,-7.781,"[-10.902, -4.659]",3.121,-4.158,0.000,20.648,ngd+lm,67,171779199.956,0.138,-6.000,-1.781,0,0,fn
s,-3.843,"[-5.24, -2.447]",1.397,-4.590,0.000,20.648,ngd+lm,67,171779199.956,0.138,-3.000,-0.843,0,0,fn
k0,-0.126,"[-0.68, 0.427]",0.554,-0.380,0.705,20.648,ngd+lm,67,171779199.956,0.138,0.000,-0.126,0,0,fp
k1,0.359,"[-0.245, 0.963]",0.604,0.991,0.325,20.648,ngd+lm,67,171779199.956,0.138,0.000,0.359,0,0,fp
k2,-0.334,"[-0.929, 0.261]",0.595,-0.937,0.352,20.648,ngd+lm,67,171779199.956,0.138,0.000,-0.334,0,0,fp
k3,-0.009,"[-0.623, 0.606]",0.614,-0.023,0.981,20.648,ngd+lm,67,171779199.956,0.138,0.000,-0.009,0,0,fp
k4,-0.214,"[-0.94, 0.512]",0.726,-0.491,0.625,20.648,ngd+lm,67,171779199.956,0.138,0.000,-0.214,0,0,fp
k5,0.003,"[-0.591, 0.597]",0.594,0.009,0.993,20.648,ngd+lm,67,171779199.956,0.138,0.000,0.003,0,0,fp
vot,0.166,,,,,20.648,ngd+lm,67,171779199.956,0.138,0.167,-0.000,0,0,fn
