stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.803,"[-1.303, -0.302]",0.500,-3.202,0.002
norefined,c,-6.791,"[-10.748, -2.833]",3.958,-3.425,0.001
norefined,s,-3.222,"[-5.337, -1.107]",2.115,-3.041,0.003
norefined,k0,-0.022,"[-0.675, 0.63]",0.653,-0.069,0.945
norefined,k1,0.833,"[-0.282, 1.949]",1.115,1.491,0.141
norefined,k2,-0.903,"[-1.878, 0.071]",0.974,-1.851,0.069
norefined,k3,0.773,"[0.022, 1.524]",0.751,2.055,0.044
norefined,k4,-1.296,"[-2.634, 0.042]",1.338,-1.933,0.057
norefined,k5,0.512,"[-0.472, 1.497]",0.984,1.039,0.303
refined,tt,-0.925,"[-1.201, -0.648]",0.277,-6.668,0.000
refined,c,-5.592,"[-7.056, -4.127]",1.464,-7.621,0.000
refined,s,-2.937,"[-3.831, -2.043]",0.894,-6.557,0.000
refined,k0,0.280,"[-0.041, 0.602]",0.322,1.741,0.086
refined,k1,0.177,"[-0.23, 0.585]",0.408,0.868,0.388
refined,k2,-0.107,"[-0.482, 0.269]",0.375,-0.567,0.573
refined,k3,0.108,"[-0.206, 0.422]",0.314,0.685,0.495
refined,k4,0.138,"[-0.346, 0.622]",0.484,0.570,0.571
refined,k5,0.081,"[-0.337, 0.5]",0.419,0.388,0.699
