stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.853,"[-1.469, -0.238]",0.616,-2.766,0.007
norefined,c,-6.712,"[-11.009, -2.414]",4.298,-3.117,0.003
norefined,s,-3.348,"[-5.708, -0.988]",2.360,-2.832,0.006
norefined,k0,-0.390,"[-1.117, 0.338]",0.728,-1.069,0.289
norefined,k1,0.684,"[-0.485, 1.853]",1.169,1.168,0.247
norefined,k2,-0.906,"[-1.965, 0.153]",1.059,-1.708,0.092
norefined,k3,0.669,"[-0.136, 1.474]",0.805,1.660,0.102
norefined,k4,-1.256,"[-2.846, 0.333]",1.589,-1.578,0.119
norefined,k5,0.347,"[-0.639, 1.334]",0.986,0.703,0.485
refined,tt,-1.191,"[-1.748, -0.633]",0.557,-4.265,0.000
refined,c,-6.728,"[-9.59, -3.865]",2.862,-4.692,0.000
refined,s,-4.083,"[-5.997, -2.169]",1.914,-4.259,0.000
refined,k0,-0.221,"[-0.695, 0.252]",0.474,-0.933,0.354
refined,k1,-0.204,"[-0.849, 0.442]",0.646,-0.630,0.531
refined,k2,-0.378,"[-0.966, 0.211]",0.588,-1.281,0.204
refined,k3,0.180,"[-0.343, 0.703]",0.523,0.687,0.495
refined,k4,0.543,"[-0.247, 1.332]",0.789,1.372,0.175
refined,k5,0.577,"[-0.114, 1.269]",0.692,1.666,0.100
