stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,63.980,2.023,0.000,76,0,9,2789855030.449,290780292.485
refined,136.446,2.023,0.000,76,0,9,2789855030.449,144338001.710
