attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.357,"[-1.818, -0.896]",0.461,-4.906,0.000,5.594,ngd,23,238826486.177,0.155,-1.000,-0.357,0,0,fn
c,-7.121,"[-9.526, -4.717]",2.404,-4.935,0.000,5.594,ngd,23,238826486.177,0.155,-6.000,-1.121,0,0,fn
s,-3.573,"[-4.82, -2.326]",1.247,-4.773,0.000,5.594,ngd,23,238826486.177,0.155,-3.000,-0.573,0,0,fn
vot,0.191,,,,,5.594,ngd,23,238826486.177,0.155,0.167,0.024,0,0,fn
tt,-1.023,"[-1.334, -0.712]",0.311,-5.481,0.000,5.980,lm,23,195902571.358,0.141,-1.000,-0.023,0,0,fn
c,-6.360,"[-8.178, -4.542]",1.818,-5.829,0.000,5.980,lm,23,195902571.358,0.141,-6.000,-0.360,0,0,fn
s,-3.169,"[-4.121, -2.217]",0.952,-5.543,0.000,5.980,lm,23,195902571.358,0.141,-3.000,-0.169,0,0,fn
vot,0.161,,,,,5.980,lm,23,195902571.358,0.141,0.167,-0.006,0,0,fn
tt,-1.023,"[-1.334, -0.712]",0.311,-5.481,0.000,11.652,ngd+lm,23,195902571.358,0.141,-1.000,-0.023,0,0,fn
c,-6.360,"[-8.178, -4.542]",1.818,-5.829,0.000,11.652,ngd+lm,23,195902571.358,0.141,-6.000,-0.360,0,0,fn
s,-3.169,"[-4.121, -2.217]",0.952,-5.543,0.000,11.652,ngd+lm,23,195902571.358,0.141,-3.000,-0.169,0,0,fn
vot,0.161,,,,,11.652,ngd+lm,23,195902571.358,0.141,0.167,-0.006,0,0,fn
