stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,33.784,2.023,0.000,76,0,9,2322499805.058,419359457.845
refined,65.206,2.023,0.000,76,0,9,2322499805.058,237986040.281
