stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,87.838,2.023,0.000,76,0,9,3376339212.049,263794476.404
refined,174.098,2.023,0.000,76,0,9,3376339212.049,138452189.480
