stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.681,"[-2.94, -0.422]",1.259,-2.665,0.010
norefined,c,-7.437,"[-13.021, -1.854]",5.584,-2.659,0.010
norefined,s,-4.742,"[-8.522, -0.963]",3.780,-2.504,0.015
norefined,k0,0.274,"[-0.831, 1.379]",1.105,0.495,0.622
norefined,k1,-0.645,"[-2.065, 0.775]",1.420,-0.907,0.368
norefined,k2,-0.827,"[-2.251, 0.597]",1.424,-1.159,0.251
norefined,k3,1.211,"[0.073, 2.349]",1.138,2.124,0.037
norefined,k4,-1.603,"[-3.541, 0.334]",1.938,-1.652,0.103
norefined,k5,-1.094,"[-2.686, 0.497]",1.592,-1.372,0.174
refined,tt,-1.066,"[-1.646, -0.486]",0.580,-3.669,0.000
refined,c,-5.786,"[-8.777, -2.795]",2.991,-3.861,0.000
refined,s,-3.562,"[-5.658, -1.465]",2.097,-3.391,0.001
refined,k0,-0.176,"[-0.84, 0.489]",0.665,-0.527,0.600
refined,k1,-0.142,"[-1.115, 0.83]",0.973,-0.292,0.771
refined,k2,-0.177,"[-1.071, 0.717]",0.894,-0.395,0.694
refined,k3,0.180,"[-0.482, 0.841]",0.661,0.542,0.590
refined,k4,-1.147,"[-2.399, 0.104]",1.251,-1.830,0.072
refined,k5,0.155,"[-0.6, 0.91]",0.755,0.409,0.684
