stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.744,-7.251,-4.816,-0.016,-0.401,-0.589,1.902,-1.517,-1.938,1626931175.782,-0.103
norefined,2,0.274,-7.279,-4.840,-0.063,-0.479,-0.629,1.799,-1.595,-1.976,1107594611.817,-0.038
norefined,3,-0.203,-7.298,-4.838,-0.090,-0.545,-0.674,1.690,-1.649,-1.974,678085512.530,0.028
norefined,4,-0.693,-7.305,-4.818,-0.091,-0.589,-0.687,1.611,-1.678,-1.953,452355137.328,0.095
norefined,5,-1.178,-7.297,-4.777,-0.062,-0.634,-0.694,1.534,-1.698,-1.893,323623617.663,0.161
norefined,6,-1.587,-7.313,-4.735,0.080,-0.655,-0.689,1.450,-1.682,-1.662,292014757.690,0.217
norefined,7,-1.173,-7.408,-4.818,0.148,-0.654,-0.777,1.393,-1.603,-1.461,283076057.697,0.158
norefined,8,-1.644,-7.385,-4.745,0.203,-0.661,-0.763,1.324,-1.631,-1.347,257887133.069,0.223
norefined,9,-1.205,-7.468,-4.827,0.236,-0.651,-0.857,1.268,-1.564,-1.186,260931411.942,0.161
norefined,10,-1.681,-7.437,-4.742,0.274,-0.645,-0.827,1.211,-1.603,-1.094,240067086.667,0.226
refined,11,-1.681,-7.437,-4.742,0.274,-0.645,-0.827,1.211,-1.603,-1.094,240067086.667,0.226
refined,12,0.062,-0.523,-0.147,-0.399,0.044,0.038,-0.473,0.134,1.220,4944130894.707,-0.118
refined,13,-0.205,-1.071,-0.962,-0.089,0.002,-0.170,-0.013,0.046,-0.225,515535730.824,0.192
refined,14,-0.452,-2.625,-1.804,-0.156,-0.009,-0.214,-0.143,-0.072,-0.141,238775799.145,0.172
refined,15,-0.927,-5.107,-3.197,-0.274,-0.130,-0.255,-0.017,-0.699,-0.070,185488790.371,0.182
refined,16,-0.883,-4.858,-2.951,-0.111,-0.113,-0.131,0.172,-0.826,0.157,180239868.157,0.182
refined,17,-1.066,-5.786,-3.562,-0.176,-0.142,-0.177,0.180,-1.147,0.155,179598604.687,0.184
refined,18,-0.848,-4.627,-2.781,-0.080,-0.085,-0.258,0.164,-0.793,0.146,180921472.061,0.183
refined,19,-1.100,-5.951,-3.656,-0.170,-0.128,-0.207,0.191,-1.199,0.153,180099608.445,0.185
refined,20,-0.810,-4.427,-2.641,-0.063,-0.075,-0.271,0.164,-0.734,0.149,182874981.531,0.183
