stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.289,-4.112,-1.754,-1.042,0.498,-1.261,0.921,1.393,0.608,1553991490.789,1584,0,0,0.557
norefined,2,-1.922,-4.241,-2.002,-1.146,0.484,-1.174,0.835,1.288,0.582,1168968295.173,1584,0,0,0.453
norefined,3,-1.522,-4.362,-2.217,-1.203,0.474,-1.084,0.743,1.197,0.571,755273132.572,1584,0,0,0.349
norefined,4,-1.076,-4.460,-2.378,-1.233,0.472,-1.007,0.677,1.131,0.575,308233350.243,1584,0,0,0.241
norefined,5,-0.616,-4.527,-2.524,-1.237,0.492,-0.917,0.635,1.079,0.569,198104904.867,1584,0,0,0.136
norefined,6,-1.079,-4.560,-2.449,-1.178,0.382,-0.874,0.541,1.028,0.545,256047540.156,1584,0,0,0.237
norefined,7,-0.616,-4.617,-2.594,-1.176,0.413,-0.788,0.513,0.984,0.540,175409063.848,1584,0,0,0.133
norefined,8,-1.087,-4.638,-2.500,-1.123,0.320,-0.771,0.443,0.951,0.520,227572133.794,1584,0,0,0.234
norefined,9,-0.622,-4.690,-2.644,-1.117,0.357,-0.687,0.425,0.911,0.515,160545677.150,1584,0,0,0.133
norefined,10,-1.097,-4.705,-2.540,-1.067,0.274,-0.684,0.368,0.888,0.498,208832666.874,1584,0,0,0.233
refined,11,-0.622,-4.690,-2.644,-1.117,0.357,-0.687,0.425,0.911,0.515,160545677.150,1584,0,0,0.133
refined,12,-0.963,-5.563,-2.661,-0.015,0.375,-0.224,0.330,-0.155,0.197,46823103.290,1584,0,0,0.173
refined,13,-1.272,-7.183,-3.710,-0.046,0.348,-0.348,0.172,-0.129,0.162,38818854.359,1584,0,0,0.177
refined,14,-1.596,-8.826,-4.730,-0.002,0.334,-0.605,0.083,-0.209,0.127,36959449.327,1584,0,0,0.181
refined,15,-1.905,-10.379,-5.670,0.005,0.393,-0.837,-0.015,-0.243,0.132,36160128.422,1584,0,0,0.183
refined,16,-2.181,-11.830,-6.474,-0.013,0.521,-1.001,-0.091,-0.252,0.144,35739936.367,1584,0,0,0.184
refined,17,-2.497,-13.539,-7.366,-0.064,0.708,-1.159,-0.147,-0.265,0.181,35349597.632,1584,0,0,0.184
refined,18,-3.004,-16.354,-8.768,-0.200,1.065,-1.391,-0.197,-0.293,0.291,34672198.160,1584,0,0,0.184
refined,19,-4.354,-23.951,-12.397,-0.704,2.195,-1.971,-0.250,-0.385,0.703,32615662.667,1584,0,0,0.182
refined,20,-8.418,-46.896,-23.284,-2.208,5.854,-3.583,-0.646,-0.169,1.863,30602998.267,1584,0,0,0.179
