stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.813,"[-1.625, -0.0]",0.812,-1.997,0.050
norefined,c,-6.646,"[-12.405, -0.887]",5.759,-2.303,0.024
norefined,s,-3.439,"[-6.596, -0.282]",3.157,-2.174,0.033
norefined,k0,1.726,"[-0.722, 4.175]",2.448,1.407,0.164
norefined,k1,1.089,"[-0.808, 2.986]",1.897,1.146,0.256
norefined,k2,0.974,"[-0.618, 2.566]",1.592,1.221,0.226
norefined,k3,1.177,"[-0.758, 3.112]",1.935,1.214,0.229
norefined,k4,-0.477,"[-2.029, 1.075]",1.552,-0.613,0.542
norefined,k5,-1.803,"[-3.96, 0.355]",2.158,-1.667,0.100
refined,tt,-0.461,"[-0.669, -0.253]",0.208,-4.423,0.000
refined,c,-3.537,"[-4.933, -2.14]",1.396,-5.056,0.000
refined,s,-1.625,"[-2.339, -0.911]",0.714,-4.544,0.000
refined,k0,0.203,"[-0.404, 0.811]",0.608,0.668,0.507
refined,k1,0.126,"[-0.367, 0.619]",0.493,0.510,0.611
refined,k2,0.035,"[-0.365, 0.436]",0.401,0.176,0.861
refined,k3,0.096,"[-0.476, 0.669]",0.573,0.335,0.739
refined,k4,0.398,"[-0.066, 0.862]",0.464,1.713,0.091
refined,k5,0.207,"[-0.334, 0.747]",0.541,0.762,0.449
