stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.751,"[-2.905, -0.596]",1.155,-3.026,0.004
norefined,c,-6.540,"[-10.571, -2.509]",4.031,-3.239,0.002
norefined,s,-3.948,"[-6.479, -1.417]",2.531,-3.113,0.003
norefined,k0,0.867,"[-0.404, 2.138]",1.271,1.361,0.178
norefined,k1,0.641,"[-0.575, 1.857]",1.216,1.052,0.297
norefined,k2,0.088,"[-0.602, 0.778]",0.690,0.255,0.800
norefined,k3,0.410,"[-0.817, 1.638]",1.228,0.667,0.507
norefined,k4,-0.640,"[-1.794, 0.514]",1.154,-1.107,0.272
norefined,k5,-1.756,"[-3.446, -0.067]",1.689,-2.075,0.042
refined,tt,-0.820,"[-1.133, -0.507]",0.313,-5.235,0.000
refined,c,-4.645,"[-6.451, -2.838]",1.807,-5.131,0.000
refined,s,-2.233,"[-3.035, -1.431]",0.802,-5.558,0.000
refined,k0,-0.232,"[-0.984, 0.52]",0.752,-0.615,0.541
refined,k1,0.048,"[-0.627, 0.723]",0.675,0.142,0.888
refined,k2,-0.185,"[-0.594, 0.223]",0.409,-0.905,0.369
refined,k3,-0.655,"[-1.298, -0.012]",0.643,-2.035,0.046
refined,k4,0.074,"[-0.412, 0.559]",0.485,0.302,0.763
refined,k5,0.058,"[-0.514, 0.63]",0.572,0.201,0.841
