stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.122,-6.744,-1.242,1.846,0.891,1.949,1.363,-0.019,1.436,7031524502.196,0.018
norefined,2,-0.607,-6.771,-1.245,1.813,0.852,1.877,1.328,-0.073,1.390,4941962951.734,0.090
norefined,3,-1.068,-6.799,-1.264,1.745,0.785,1.770,1.247,-0.123,1.305,3155140747.063,0.157
norefined,4,-1.394,-6.860,-1.369,1.600,0.677,1.607,1.059,-0.244,1.164,2321466138.943,0.203
norefined,5,-1.379,-6.967,-1.535,1.411,0.585,1.417,0.784,-0.416,1.007,1755961015.134,0.198
norefined,6,-1.339,-7.040,-1.713,1.219,0.510,1.235,0.478,-0.562,0.862,1333567563.327,0.190
norefined,7,-1.411,-7.060,-1.894,1.039,0.438,1.057,0.163,-0.687,0.697,996578169.806,0.200
norefined,8,-1.131,-7.109,-2.083,0.905,0.420,0.936,-0.110,-0.774,0.562,848228205.653,0.159
norefined,9,-1.525,-7.043,-2.180,0.787,0.366,0.801,-0.280,-0.840,0.450,910137926.381,0.217
norefined,10,-1.042,-7.110,-2.263,0.803,0.413,0.819,-0.321,-0.831,0.444,776209692.346,0.147
refined,11,-1.042,-7.110,-2.263,0.803,0.413,0.819,-0.321,-0.831,0.444,776209692.346,0.147
refined,12,-0.330,-2.373,-1.658,-0.500,0.272,-0.752,0.339,0.183,-0.649,922530238.192,0.139
refined,13,-0.753,-4.928,-2.432,-0.102,0.395,-0.101,-0.045,-0.178,-0.258,551137497.026,0.153
refined,14,-1.105,-7.218,-3.675,0.056,0.285,-0.139,0.304,-0.477,-0.282,537892162.287,0.153
refined,15,-1.108,-7.299,-3.818,0.100,0.212,-0.188,0.347,-0.492,-0.229,537118345.405,0.152
refined,16,-1.140,-7.498,-3.943,0.116,0.201,-0.209,0.372,-0.525,-0.221,537076615.962,0.152
refined,17,-1.129,-7.435,-3.913,0.116,0.200,-0.208,0.367,-0.519,-0.214,537072660.739,0.152
refined,18,-1.137,-7.483,-3.939,0.118,0.199,-0.211,0.373,-0.526,-0.216,537071743.033,0.152
refined,19,-1.133,-7.458,-3.926,0.117,0.199,-0.210,0.370,-0.523,-0.214,537071483.103,0.152
refined,20,-1.135,-7.473,-3.934,0.117,0.199,-0.210,0.372,-0.524,-0.215,537071397.476,0.152
