stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.196,"[-2.101, -0.29]",0.906,-2.201,0.031
norefined,c,-7.097,"[-12.11, -2.085]",5.013,-2.362,0.021
norefined,s,-2.252,"[-4.237, -0.266]",1.985,-1.891,0.063
norefined,k0,0.908,"[-0.227, 2.042]",1.134,1.335,0.187
norefined,k1,0.391,"[-0.49, 1.272]",0.881,0.741,0.462
norefined,k2,0.862,"[-0.231, 1.956]",1.093,1.316,0.193
norefined,k3,-0.188,"[-1.206, 0.829]",1.017,-0.309,0.759
norefined,k4,-0.716,"[-2.123, 0.692]",1.407,-0.848,0.399
norefined,k5,0.487,"[-0.613, 1.588]",1.101,0.738,0.463
refined,tt,-1.141,"[-1.631, -0.651]",0.490,-3.884,0.000
refined,c,-6.654,"[-9.61, -3.697]",2.957,-3.754,0.000
refined,s,-3.787,"[-5.575, -2.0]",1.787,-3.534,0.001
refined,k0,-0.046,"[-0.59, 0.498]",0.544,-0.142,0.888
refined,k1,-0.095,"[-0.611, 0.42]",0.515,-0.309,0.758
refined,k2,-0.207,"[-0.631, 0.217]",0.424,-0.815,0.418
refined,k3,0.292,"[-0.268, 0.852]",0.560,0.870,0.387
refined,k4,0.048,"[-0.548, 0.644]",0.596,0.134,0.894
refined,k5,-0.242,"[-0.893, 0.409]",0.651,-0.621,0.537
