stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.887,"[-1.513, -0.26]",0.627,-2.824,0.006
norefined,c,-4.055,"[-6.652, -1.458]",2.597,-3.117,0.003
norefined,s,-2.582,"[-4.307, -0.858]",1.724,-2.989,0.004
norefined,k0,1.054,"[0.131, 1.977]",0.923,2.279,0.026
norefined,k1,-0.105,"[-0.97, 0.76]",0.865,-0.241,0.810
norefined,k2,-0.527,"[-1.206, 0.151]",0.679,-1.551,0.126
norefined,k3,-0.587,"[-1.325, 0.152]",0.738,-1.586,0.117
norefined,k4,0.176,"[-0.568, 0.921]",0.744,0.473,0.638
norefined,k5,0.738,"[-0.075, 1.55]",0.813,1.811,0.075
refined,tt,-0.285,"[-0.362, -0.207]",0.078,-7.316,0.000
refined,c,-2.111,"[-2.661, -1.561]",0.550,-7.663,0.000
refined,s,-1.178,"[-1.468, -0.888]",0.290,-8.104,0.000
refined,k0,0.432,"[0.101, 0.763]",0.331,2.608,0.011
refined,k1,0.274,"[-0.06, 0.609]",0.334,1.638,0.106
refined,k2,0.014,"[-0.2, 0.228]",0.214,0.133,0.894
refined,k3,0.110,"[-0.121, 0.341]",0.231,0.950,0.345
refined,k4,0.102,"[-0.148, 0.352]",0.250,0.816,0.418
refined,k5,-0.087,"[-0.316, 0.141]",0.228,-0.763,0.448
