stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.846,-6.673,-2.841,0.661,-0.497,-1.922,1.712,-1.241,0.327,648112373.097,0.127
norefined,2,-0.782,-6.699,-3.107,0.558,-0.463,-1.706,1.443,-1.058,0.431,465398669.188,0.117
norefined,3,-0.991,-6.714,-3.289,0.481,-0.380,-1.472,1.194,-0.890,0.554,317386199.656,0.148
norefined,4,-0.901,-6.747,-3.501,0.387,-0.335,-1.207,0.943,-0.685,0.653,225377969.710,0.134
norefined,5,-1.304,-6.755,-3.519,0.361,-0.230,-0.995,0.802,-0.590,0.691,220986704.025,0.193
norefined,6,-0.875,-6.789,-3.685,0.305,-0.254,-0.916,0.699,-0.459,0.694,190636697.187,0.129
norefined,7,-1.351,-6.788,-3.598,0.325,-0.175,-0.826,0.666,-0.452,0.702,194214112.414,0.199
norefined,8,-0.907,-6.825,-3.747,0.275,-0.206,-0.769,0.583,-0.329,0.691,172489971.266,0.133
norefined,9,-1.385,-6.822,-3.642,0.307,-0.134,-0.705,0.570,-0.337,0.694,180280541.451,0.203
norefined,10,-0.932,-6.860,-3.781,0.259,-0.173,-0.666,0.498,-0.224,0.674,162582243.419,0.136
refined,11,-0.932,-6.860,-3.781,0.259,-0.173,-0.666,0.498,-0.224,0.674,162582243.419,0.136
refined,12,-0.775,-4.179,-2.183,0.152,0.226,-0.088,-0.193,0.163,0.113,129441571.521,0.185
refined,13,-0.927,-5.427,-2.819,0.173,0.151,-0.186,-0.188,0.123,0.142,109232769.235,0.171
refined,14,-1.003,-5.872,-3.048,0.200,0.094,-0.229,-0.093,0.124,0.194,108481090.178,0.171
refined,15,-1.034,-6.028,-3.132,0.216,0.067,-0.235,-0.051,0.128,0.208,108375060.171,0.172
refined,16,-1.048,-6.100,-3.169,0.223,0.059,-0.239,-0.036,0.129,0.213,108361801.546,0.172
refined,17,-1.052,-6.120,-3.180,0.225,0.056,-0.239,-0.032,0.129,0.215,108360260.010,0.172
refined,18,-1.053,-6.129,-3.184,0.226,0.055,-0.240,-0.030,0.129,0.215,108360087.814,0.172
refined,19,-1.054,-6.131,-3.186,0.226,0.054,-0.240,-0.030,0.130,0.215,108360068.771,0.172
refined,20,-1.054,-6.132,-3.186,0.226,0.054,-0.240,-0.030,0.130,0.215,108360066.674,0.172
