attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.054,"[-1.445, -0.662]",0.391,-5.374,0.000,27,0.150,108360066.674,0.108,-1.000,-0.054,0,0,fn
c,-6.132,"[-8.531, -3.733]",2.399,-5.102,0.000,27,0.150,108360066.674,0.108,-6.000,-0.132,0,0,fn
s,-3.186,"[-4.38, -1.993]",1.193,-5.328,0.000,27,0.150,108360066.674,0.108,-3.000,-0.186,0,0,fn
k0,0.226,"[-0.362, 0.814]",0.588,0.767,0.446,27,0.150,108360066.674,0.108,0.000,0.226,0,0,fp
k1,0.054,"[-0.5, 0.609]",0.555,0.196,0.846,27,0.150,108360066.674,0.108,0.000,0.054,0,0,fp
k2,-0.240,"[-0.716, 0.236]",0.476,-1.005,0.319,27,0.150,108360066.674,0.108,0.000,-0.240,0,0,fp
k3,-0.030,"[-0.635, 0.576]",0.605,-0.097,0.923,27,0.150,108360066.674,0.108,0.000,-0.030,0,0,fp
k4,0.130,"[-0.329, 0.589]",0.459,0.563,0.575,27,0.150,108360066.674,0.108,0.000,0.130,0,0,fp
k5,0.215,"[-0.185, 0.616]",0.400,1.075,0.286,27,0.150,108360066.674,0.108,0.000,0.215,0,0,fp
vot,0.172,,,,,27,0.150,108360066.674,0.108,0.167,0.005,0,0,fn
tt,-0.812,"[-1.167, -0.458]",0.355,-4.572,0.000,27,0.200,163081651.811,0.125,-1.000,0.188,0,0,fn
c,-4.808,"[-6.909, -2.708]",2.100,-4.570,0.000,27,0.200,163081651.811,0.125,-6.000,1.192,0,0,fn
s,-2.580,"[-3.682, -1.477]",1.102,-4.671,0.000,27,0.200,163081651.811,0.125,-3.000,0.420,0,0,fn
k0,-0.208,"[-0.797, 0.381]",0.589,-0.705,0.483,27,0.200,163081651.811,0.125,0.000,-0.208,0,0,fp
k1,0.140,"[-0.382, 0.662]",0.522,0.537,0.593,27,0.200,163081651.811,0.125,0.000,0.140,0,0,fp
k2,-0.208,"[-0.678, 0.263]",0.471,-0.881,0.381,27,0.200,163081651.811,0.125,0.000,-0.208,0,0,fp
k3,0.085,"[-0.526, 0.695]",0.610,0.277,0.783,27,0.200,163081651.811,0.125,0.000,0.085,0,0,fp
k4,0.234,"[-0.228, 0.696]",0.462,1.011,0.316,27,0.200,163081651.811,0.125,0.000,0.234,0,0,fp
k5,0.222,"[-0.189, 0.633]",0.411,1.077,0.285,27,0.200,163081651.811,0.125,0.000,0.222,0,0,fp
vot,0.169,,,,,27,0.200,163081651.811,0.125,0.167,0.002,0,0,fn
tt,-0.740,"[-0.983, -0.497]",0.243,-6.083,0.000,27,0.250,96466742.725,0.098,-1.000,0.260,0,0,fn
c,-5.229,"[-6.969, -3.49]",1.739,-6.002,0.000,27,0.250,96466742.725,0.098,-6.000,0.771,0,0,fn
s,-2.729,"[-3.632, -1.826]",0.903,-6.033,0.000,27,0.250,96466742.725,0.098,-3.000,0.271,0,0,fn
k0,0.105,"[-0.367, 0.577]",0.472,0.443,0.659,27,0.250,96466742.725,0.098,0.000,0.105,0,0,fp
k1,0.377,"[-0.08, 0.835]",0.458,1.645,0.105,27,0.250,96466742.725,0.098,0.000,0.377,0,0,fp
k2,0.217,"[-0.149, 0.584]",0.366,1.184,0.241,27,0.250,96466742.725,0.098,0.000,0.217,0,0,fp
k3,0.115,"[-0.371, 0.601]",0.486,0.471,0.639,27,0.250,96466742.725,0.098,0.000,0.115,0,0,fp
k4,-0.610,"[-1.03, -0.19]",0.420,-2.900,0.005,27,0.250,96466742.725,0.098,0.000,-0.610,0,1,fp
k5,0.328,"[0.013, 0.644]",0.316,2.075,0.042,27,0.250,96466742.725,0.098,0.000,0.328,0,1,fp
vot,0.142,,,,,27,0.250,96466742.725,0.098,0.167,-0.025,0,0,fn
