stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.374,"[-2.272, -0.476]",0.898,-2.552,0.013
norefined,c,-6.878,"[-11.554, -2.202]",4.676,-2.454,0.017
norefined,s,-3.787,"[-6.277, -1.298]",2.489,-2.538,0.013
norefined,k0,0.915,"[-0.472, 2.303]",1.387,1.100,0.275
norefined,k1,1.174,"[-0.561, 2.909]",1.735,1.128,0.263
norefined,k2,-0.339,"[-1.223, 0.544]",0.884,-0.641,0.524
norefined,k3,0.470,"[-0.582, 1.522]",1.052,0.745,0.459
norefined,k4,1.745,"[-0.326, 3.815]",2.071,1.405,0.165
norefined,k5,-1.485,"[-3.428, 0.457]",1.942,-1.276,0.206
refined,tt,-0.734,"[-1.04, -0.429]",0.306,-4.007,0.000
refined,c,-3.758,"[-5.47, -2.047]",1.711,-3.663,0.000
refined,s,-2.518,"[-3.6, -1.436]",1.082,-3.880,0.000
refined,k0,-0.641,"[-1.428, 0.147]",0.788,-1.356,0.180
refined,k1,0.828,"[0.013, 1.642]",0.814,1.696,0.095
refined,k2,-0.454,"[-1.019, 0.11]",0.564,-1.343,0.184
refined,k3,-0.632,"[-1.555, 0.291]",0.923,-1.143,0.257
refined,k4,-0.204,"[-1.337, 0.929]",1.133,-0.300,0.765
refined,k5,-0.324,"[-1.254, 0.606]",0.930,-0.581,0.563
