stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.625,"[-2.764, -0.486]",1.139,-2.848,0.006
norefined,c,-7.589,"[-12.808, -2.37]",5.219,-2.902,0.005
norefined,s,-4.180,"[-7.195, -1.166]",3.015,-2.768,0.007
norefined,k0,-2.030,"[-4.101, 0.041]",2.071,-1.956,0.055
norefined,k1,1.091,"[-0.339, 2.522]",1.431,1.522,0.133
norefined,k2,1.099,"[0.234, 1.963]",0.865,2.536,0.014
norefined,k3,-1.415,"[-2.689, -0.142]",1.274,-2.218,0.030
norefined,k4,-1.019,"[-2.229, 0.191]",1.210,-1.681,0.097
norefined,k5,0.072,"[-1.014, 1.158]",1.086,0.133,0.895
refined,tt,-1.187,"[-1.539, -0.835]",0.352,-6.729,0.000
refined,c,-6.697,"[-8.534, -4.859]",1.838,-7.274,0.000
refined,s,-3.417,"[-4.406, -2.429]",0.989,-6.899,0.000
refined,k0,-0.456,"[-1.005, 0.094]",0.549,-1.656,0.102
refined,k1,0.373,"[-0.199, 0.945]",0.572,1.301,0.198
refined,k2,0.205,"[-0.063, 0.472]",0.268,1.525,0.132
refined,k3,-0.225,"[-0.611, 0.16]",0.385,-1.168,0.247
refined,k4,0.377,"[-0.002, 0.756]",0.379,1.987,0.051
refined,k5,-0.056,"[-0.45, 0.337]",0.393,-0.285,0.777
