stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.180,"[-1.963, -0.398]",0.782,-2.530,0.015
norefined,c,-5.713,"[-9.254, -2.171]",3.542,-2.705,0.009
norefined,s,-2.326,"[-3.799, -0.853]",1.473,-2.649,0.011
norefined,k0,-0.620,"[-1.528, 0.289]",0.909,-1.144,0.258
norefined,k1,-0.425,"[-1.576, 0.727]",1.151,-0.619,0.539
norefined,k2,-0.403,"[-1.53, 0.724]",1.127,-0.600,0.552
norefined,k3,1.194,"[0.139, 2.249]",1.055,1.898,0.064
norefined,k4,-0.110,"[-0.949, 0.729]",0.839,-0.221,0.826
norefined,k5,0.337,"[-0.649, 1.324]",0.986,0.574,0.569
refined,tt,-1.105,"[-1.393, -0.818]",0.287,-6.457,0.000
refined,c,-6.761,"[-8.593, -4.929]",1.832,-6.190,0.000
refined,s,-3.134,"[-3.95, -2.318]",0.816,-6.440,0.000
refined,k0,-0.096,"[-0.547, 0.355]",0.451,-0.357,0.723
refined,k1,0.529,"[-0.119, 1.178]",0.648,1.370,0.177
refined,k2,0.503,"[-0.058, 1.063]",0.560,1.505,0.139
refined,k3,0.012,"[-0.385, 0.408]",0.396,0.050,0.960
refined,k4,0.546,"[0.161, 0.93]",0.385,2.377,0.021
refined,k5,-0.570,"[-1.008, -0.132]",0.438,-2.183,0.034
