stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,5.999,2.347,0.005,19,0,9,799762808.594,124981779.258
refined,93.220,2.347,0.000,19,0,9,799762808.594,9420236.779
