stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,46.391,1.765,0.000,57,0,9,2420969793.461,249626163.103
refined,206.384,1.765,0.000,57,0,9,2420969793.461,60986174.842
