attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.678,"[-0.868, -0.487]",0.191,-5.918,0.000,69.452,ngd,70,217178609.792,0.151,-1.000,0.322,0,0,fn
c,-5.565,"[-7.185, -3.944]",1.621,-5.720,0.000,69.452,ngd,70,217178609.792,0.151,-6.000,0.435,0,0,fn
s,-2.707,"[-3.454, -1.96]",0.747,-6.037,0.000,69.452,ngd,70,217178609.792,0.151,-3.000,0.293,0,0,fn
vot,0.122,,,,,69.452,ngd,70,217178609.792,0.151,0.167,-0.045,0,0,fn
tt,-4393.556,"[-4.025067190229711e+18, 4.0250671902297016e+18]",4025067190229706240.000,-0.000,1.000,129.405,lm,70,387392308.942,0.201,-1.000,-4392.556,1,0,fn
c,-45632.883,"[-1.0879161459079009e+18, 1.0879161459078095e+18]",1087916145907855232.000,-0.000,1.000,129.405,lm,70,387392308.942,0.201,-6.000,-45626.883,1,0,fn
s,-8127.078,"[-8.263151622521424e+18, 8.263151622521407e+18]",8263151622521415680.000,-0.000,1.000,129.405,lm,70,387392308.942,0.201,-3.000,-8124.078,1,0,fn
vot,0.096,,,,,129.405,lm,70,387392308.942,0.201,0.167,-0.070,0,0,fn
tt,-0.574,"[-0.726, -0.423]",0.152,-6.300,0.000,129.801,ngd+lm,70,205695129.160,0.147,-1.000,0.426,0,0,fn
c,-4.018,"[-5.118, -2.918]",1.100,-6.085,0.000,129.801,ngd+lm,70,205695129.160,0.147,-6.000,1.982,0,0,fn
s,-1.796,"[-2.273, -1.319]",0.477,-6.276,0.000,129.801,ngd+lm,70,205695129.160,0.147,-3.000,1.204,0,0,fn
vot,0.143,,,,,129.801,ngd+lm,70,205695129.160,0.147,0.167,-0.024,0,0,fn
