attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.517,"[-1.509, 0.476]",0.992,-0.944,0.368,21,0.250,50909680.439,0.151,-1.000,0.483,1,0,fn
c,-4.293,"[-13.078, 4.492]",8.785,-0.886,0.397,21,0.250,50909680.439,0.151,-6.000,1.707,1,0,fn
s,-1.550,"[-4.082, 0.982]",2.532,-1.110,0.293,21,0.250,50909680.439,0.151,-3.000,1.450,1,0,fn
k0,-0.224,"[-2.272, 1.824]",2.048,-0.199,0.847,21,0.250,50909680.439,0.151,0.000,-0.224,0,0,fp
k1,-1.558,"[-5.483, 2.366]",3.925,-0.720,0.488,21,0.250,50909680.439,0.151,0.000,-1.558,0,0,fp
k2,0.839,"[-1.65, 3.328]",2.489,0.611,0.555,21,0.250,50909680.439,0.151,0.000,0.839,0,0,fp
k3,-0.022,"[-2.277, 2.233]",2.255,-0.018,0.986,21,0.250,50909680.439,0.151,0.000,-0.022,0,0,fp
k4,-1.058,"[-4.398, 2.282]",3.340,-0.574,0.578,21,0.250,50909680.439,0.151,0.000,-1.058,0,0,fp
k5,-1.005,"[-5.197, 3.187]",4.192,-0.435,0.673,21,0.250,50909680.439,0.151,0.000,-1.005,0,0,fp
vot,0.120,,,,,21,0.250,50909680.439,0.151,0.167,-0.046,0,0,fn
tt,-0.775,"[-1.157, -0.392]",0.383,-3.438,0.002,21,0.500,44510612.504,0.093,-1.000,0.225,0,0,fn
c,-4.606,"[-6.86, -2.353]",2.253,-3.473,0.002,21,0.500,44510612.504,0.093,-6.000,1.394,0,0,fn
s,-2.452,"[-3.481, -1.422]",1.030,-4.046,0.000,21,0.500,44510612.504,0.093,-3.000,0.548,0,0,fn
k0,0.057,"[-0.782, 0.896]",0.839,0.116,0.909,21,0.500,44510612.504,0.093,0.000,0.057,0,0,fp
k1,-0.440,"[-1.039, 0.159]",0.599,-1.249,0.222,21,0.500,44510612.504,0.093,0.000,-0.440,0,0,fp
k2,0.150,"[-0.628, 0.928]",0.778,0.328,0.745,21,0.500,44510612.504,0.093,0.000,0.150,0,0,fp
k3,-0.314,"[-1.062, 0.435]",0.748,-0.712,0.482,21,0.500,44510612.504,0.093,0.000,-0.314,0,0,fp
k4,0.136,"[-0.35, 0.622]",0.486,0.477,0.637,21,0.500,44510612.504,0.093,0.000,0.136,0,0,fp
k5,-0.068,"[-0.686, 0.55]",0.618,-0.186,0.854,21,0.500,44510612.504,0.093,0.000,-0.068,0,0,fp
vot,0.168,,,,,21,0.500,44510612.504,0.093,0.167,0.001,0,0,fn
tt,-0.832,"[-1.093, -0.571]",0.261,-5.348,0.000,21,0.750,69320535.509,0.099,-1.000,0.168,0,0,fn
c,-4.943,"[-6.424, -3.462]",1.481,-5.598,0.000,21,0.750,69320535.509,0.099,-6.000,1.057,0,0,fn
s,-2.638,"[-3.401, -1.875]",0.763,-5.800,0.000,21,0.750,69320535.509,0.099,-3.000,0.362,0,0,fn
k0,0.134,"[-0.39, 0.657]",0.523,0.429,0.670,21,0.750,69320535.509,0.099,0.000,0.134,0,0,fp
k1,-0.427,"[-0.873, 0.019]",0.446,-1.605,0.115,21,0.750,69320535.509,0.099,0.000,-0.427,0,0,fp
k2,-0.023,"[-0.492, 0.447]",0.470,-0.081,0.936,21,0.750,69320535.509,0.099,0.000,-0.023,0,0,fp
k3,0.010,"[-0.44, 0.459]",0.450,0.036,0.972,21,0.750,69320535.509,0.099,0.000,0.010,0,0,fp
k4,0.114,"[-0.323, 0.552]",0.438,0.438,0.663,21,0.750,69320535.509,0.099,0.000,0.114,0,0,fp
k5,-0.363,"[-0.831, 0.104]",0.467,-1.305,0.198,21,0.750,69320535.509,0.099,0.000,-0.363,0,0,fp
vot,0.168,,,,,21,0.750,69320535.509,0.099,0.167,0.002,0,0,fn
