stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.439,-7.584,-1.195,1.113,0.131,1.917,-1.519,0.377,1.921,7750925181.209,1584,0,0,-0.058
norefined,2,-0.027,-7.630,-1.263,1.030,0.063,1.870,-1.544,0.302,1.842,5043204397.209,1584,0,0,0.004
norefined,3,-0.511,-7.637,-1.315,0.982,0.025,1.833,-1.581,0.254,1.778,2922602097.265,1584,0,0,0.067
norefined,4,-0.998,-7.603,-1.384,0.956,0.004,1.804,-1.602,0.216,1.718,1803520229.009,1584,0,0,0.131
norefined,5,-1.467,-7.541,-1.511,0.939,-0.004,1.774,-1.593,0.183,1.630,1589965432.004,1584,0,0,0.195
norefined,6,-1.116,-7.602,-1.762,0.852,0.067,1.756,-1.551,0.164,1.417,1516660626.557,1584,0,0,0.147
norefined,7,-1.556,-7.537,-1.928,0.820,0.051,1.694,-1.503,0.132,1.288,1485422019.471,1584,0,0,0.206
norefined,8,-1.122,-7.610,-2.083,0.749,0.117,1.677,-1.444,0.144,1.149,1376308539.446,1584,0,0,0.147
norefined,9,-1.529,-7.545,-2.273,0.704,0.086,1.577,-1.359,0.111,0.997,1367105755.760,1584,0,0,0.203
norefined,10,-1.079,-7.617,-2.402,0.638,0.136,1.532,-1.288,0.115,0.888,1241108898.163,1584,0,0,0.142
refined,11,-1.079,-7.617,-2.402,0.638,0.136,1.532,-1.288,0.115,0.888,1241108898.163,1584,0,0,0.142
refined,12,-0.723,-5.044,-3.791,0.475,0.541,-0.204,0.761,0.845,-0.463,958168386.219,1584,0,0,0.143
refined,13,-0.380,-2.194,-0.490,-0.100,0.527,0.838,-0.305,-0.142,-0.268,1045552796.128,1584,0,0,0.173
refined,14,-0.150,-0.889,-0.907,0.112,0.435,-0.039,0.401,0.164,-0.347,934630367.035,1584,0,0,0.169
refined,15,-0.205,-1.165,-0.690,0.068,0.436,0.230,0.190,0.026,-0.301,604517642.656,1584,0,0,0.175
refined,16,-0.220,-1.233,-0.700,0.049,0.476,0.256,0.199,0.018,-0.325,600918855.033,1584,0,0,0.179
refined,17,-0.223,-1.251,-0.711,0.051,0.478,0.261,0.203,0.020,-0.330,600811046.929,1584,0,0,0.179
refined,18,-0.224,-1.256,-0.716,0.052,0.478,0.262,0.204,0.021,-0.332,600799807.394,1584,0,0,0.178
refined,19,-0.224,-1.258,-0.717,0.053,0.478,0.263,0.205,0.021,-0.332,600798458.984,1584,0,0,0.178
refined,20,-0.225,-1.259,-0.718,0.053,0.478,0.263,0.205,0.021,-0.332,600798296.726,1584,0,0,0.178
