attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.199,"[-2.297, -0.101]",1.098,-2.180,0.033,12,0.800,811115464.639,0.233,-1.000,-0.199,0,0,fn
c,-7.088,"[-13.554, -0.621]",6.466,-2.188,0.032,12,0.800,811115464.639,0.233,-6.000,-1.088,0,0,fn
s,-3.979,"[-7.431, -0.527]",3.452,-2.300,0.025,12,0.800,811115464.639,0.233,-3.000,-0.979,0,0,fn
k0,0.186,"[-1.027, 1.4]",1.213,0.306,0.760,12,0.800,811115464.639,0.233,0.000,0.186,0,0,fp
k1,-0.135,"[-2.014, 1.744]",1.879,-0.143,0.886,12,0.800,811115464.639,0.233,0.000,-0.135,0,0,fp
k2,1.026,"[-0.913, 2.965]",1.939,1.056,0.295,12,0.800,811115464.639,0.233,0.000,1.026,0,0,fp
k3,0.932,"[-0.955, 2.82]",1.888,0.986,0.328,12,0.800,811115464.639,0.233,0.000,0.932,0,0,fp
k4,0.563,"[-1.39, 2.517]",1.954,0.576,0.567,12,0.800,811115464.639,0.233,0.000,0.563,0,0,fp
k5,0.812,"[-1.537, 3.161]",2.349,0.690,0.493,12,0.800,811115464.639,0.233,0.000,0.812,0,0,fp
vot,0.169,,,,,12,0.800,811115464.639,0.233,0.167,0.002,0,0,fn
tt,-0.874,"[-1.224, -0.525]",0.349,-4.995,0.000,12,0.900,226008597.431,0.138,-1.000,0.126,0,0,fn
c,-5.527,"[-7.676, -3.378]",2.149,-5.134,0.000,12,0.900,226008597.431,0.138,-6.000,0.473,0,0,fn
s,-2.799,"[-3.865, -1.733]",1.066,-5.241,0.000,12,0.900,226008597.431,0.138,-3.000,0.201,0,0,fn
k0,-0.194,"[-0.717, 0.328]",0.522,-0.743,0.460,12,0.900,226008597.431,0.138,0.000,-0.194,0,0,fp
k1,-0.098,"[-0.738, 0.543]",0.641,-0.304,0.762,12,0.900,226008597.431,0.138,0.000,-0.098,0,0,fp
k2,0.778,"[0.074, 1.483]",0.705,2.205,0.031,12,0.900,226008597.431,0.138,0.000,0.778,0,1,fp
k3,0.033,"[-0.67, 0.737]",0.703,0.095,0.925,12,0.900,226008597.431,0.138,0.000,0.033,0,0,fp
k4,-0.439,"[-1.312, 0.433]",0.872,-1.005,0.319,12,0.900,226008597.431,0.138,0.000,-0.439,0,0,fp
k5,0.660,"[-0.461, 1.781]",1.121,1.175,0.244,12,0.900,226008597.431,0.138,0.000,0.660,0,0,fp
vot,0.158,,,,,12,0.900,226008597.431,0.138,0.167,-0.008,0,0,fn
tt,-1.171,"[-1.667, -0.675]",0.496,-4.710,0.000,12,1.100,188501584.041,0.156,-1.000,-0.171,0,0,fn
c,-5.942,"[-8.561, -3.323]",2.619,-4.528,0.000,12,1.100,188501584.041,0.156,-6.000,0.058,0,0,fn
s,-3.355,"[-4.812, -1.898]",1.457,-4.597,0.000,12,1.100,188501584.041,0.156,-3.000,-0.355,0,0,fn
k0,0.093,"[-0.478, 0.665]",0.571,0.326,0.746,12,1.100,188501584.041,0.156,0.000,0.093,0,0,fp
k1,0.509,"[-0.1, 1.118]",0.609,1.669,0.100,12,1.100,188501584.041,0.156,0.000,0.509,0,1,fp
k2,-0.007,"[-0.64, 0.626]",0.633,-0.021,0.983,12,1.100,188501584.041,0.156,0.000,-0.007,0,0,fp
k3,-0.352,"[-1.133, 0.429]",0.781,-0.900,0.371,12,1.100,188501584.041,0.156,0.000,-0.352,0,0,fp
k4,-0.200,"[-1.18, 0.78]",0.980,-0.407,0.685,12,1.100,188501584.041,0.156,0.000,-0.200,0,0,fp
k5,-0.618,"[-1.888, 0.652]",1.270,-0.971,0.335,12,1.100,188501584.041,0.156,0.000,-0.618,0,0,fp
vot,0.197,,,,,12,1.100,188501584.041,0.156,0.167,0.030,0,0,fn
tt,-1.525,"[-2.762, -0.287]",1.238,-2.459,0.017,12,1.200,434515396.771,0.261,-1.000,-0.525,0,0,fn
c,-8.536,"[-15.984, -1.088]",7.448,-2.287,0.025,12,1.200,434515396.771,0.261,-6.000,-2.536,0,0,fn
s,-3.903,"[-7.053, -0.753]",3.150,-2.473,0.016,12,1.200,434515396.771,0.261,-3.000,-0.903,0,0,fn
k0,0.012,"[-1.055, 1.08]",1.067,0.023,0.981,12,1.200,434515396.771,0.261,0.000,0.012,0,0,fp
k1,-0.059,"[-0.999, 0.882]",0.941,-0.125,0.901,12,1.200,434515396.771,0.261,0.000,-0.059,0,0,fp
k2,-0.515,"[-1.658, 0.627]",1.143,-0.900,0.371,12,1.200,434515396.771,0.261,0.000,-0.515,0,0,fp
k3,0.548,"[-1.024, 2.119]",1.572,0.695,0.489,12,1.200,434515396.771,0.261,0.000,0.548,0,0,fp
k4,-0.429,"[-2.157, 1.3]",1.729,-0.495,0.622,12,1.200,434515396.771,0.261,0.000,-0.429,0,0,fp
k5,-0.073,"[-2.069, 1.922]",1.995,-0.073,0.942,12,1.200,434515396.771,0.261,0.000,-0.073,0,0,fp
vot,0.179,,,,,12,1.200,434515396.771,0.261,0.167,0.012,0,0,fn
