stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.041,-7.064,-2.068,-0.694,0.822,1.899,-0.069,1.135,-0.170,2363795741.233,1584,0,0,0.006
norefined,2,-0.517,-7.065,-2.123,-0.749,0.779,1.830,-0.138,1.070,-0.211,1145228410.745,1584,0,0,0.073
norefined,3,-0.907,-7.059,-2.240,-0.854,0.671,1.636,-0.184,0.938,-0.272,875386123.786,1584,0,0,0.129
norefined,4,-0.889,-7.102,-2.376,-0.989,0.453,1.313,-0.163,0.711,-0.355,698216425.374,1584,0,0,0.125
norefined,5,-1.203,-7.076,-2.468,-1.048,0.300,1.043,-0.100,0.518,-0.394,627060612.886,1584,0,0,0.170
norefined,6,-0.789,-7.144,-2.545,-1.027,0.198,0.902,-0.029,0.358,-0.476,636281897.667,1584,0,0,0.110
norefined,7,-1.278,-7.081,-2.556,-1.012,0.181,0.847,-0.021,0.316,-0.441,576534362.143,1584,0,0,0.181
norefined,8,-0.833,-7.156,-2.612,-0.965,0.109,0.751,0.038,0.185,-0.515,594580284.142,1584,0,0,0.116
norefined,9,-1.324,-7.089,-2.616,-0.939,0.103,0.720,0.039,0.155,-0.468,545381303.892,1584,0,0,0.187
norefined,10,-0.865,-7.168,-2.661,-0.881,0.046,0.649,0.086,0.045,-0.539,568431197.517,1584,0,0,0.121
refined,11,-1.324,-7.089,-2.616,-0.939,0.103,0.720,0.039,0.155,-0.468,545381303.892,1584,0,0,0.187
refined,12,-0.896,-5.410,-2.362,0.284,-0.240,0.259,0.187,-0.580,-0.141,422529450.570,1584,0,0,0.166
refined,13,-0.855,-5.141,-2.308,-0.018,0.195,0.156,0.032,-0.345,-0.325,413550849.167,1584,0,0,0.166
refined,14,-0.905,-5.406,-2.419,0.067,0.109,0.206,0.123,-0.450,-0.303,412330990.377,1584,0,0,0.167
refined,15,-0.897,-5.384,-2.426,0.044,0.146,0.197,0.094,-0.423,-0.292,412237900.002,1584,0,0,0.167
refined,16,-0.911,-5.453,-2.456,0.053,0.136,0.207,0.103,-0.436,-0.298,412220647.978,1584,0,0,0.167
refined,17,-0.908,-5.443,-2.455,0.051,0.140,0.205,0.100,-0.432,-0.293,412217663.149,1584,0,0,0.167
refined,18,-0.911,-5.459,-2.462,0.052,0.139,0.207,0.101,-0.434,-0.296,412217038.804,1584,0,0,0.167
refined,19,-0.910,-5.455,-2.461,0.051,0.140,0.207,0.100,-0.433,-0.294,412216906.037,1584,0,0,0.167
refined,20,-0.911,-5.459,-2.463,0.052,0.139,0.207,0.100,-0.434,-0.295,412216875.851,1584,0,0,0.167
