stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,24.366,1.727,0.000,0,9,3794442465.692,887995621.148,76
refined,37.543,1.727,0.000,0,9,3794442465.692,627896274.316,76
