stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.446,"[-2.374, -0.517]",0.928,-2.597,0.012
norefined,c,-5.003,"[-8.311, -1.695]",3.308,-2.523,0.014
norefined,s,-3.417,"[-5.436, -1.398]",2.019,-2.823,0.006
norefined,k0,-0.181,"[-1.045, 0.683]",0.864,-0.350,0.727
norefined,k1,-0.676,"[-1.79, 0.438]",1.114,-1.013,0.315
norefined,k2,-0.359,"[-1.191, 0.473]",0.832,-0.720,0.474
norefined,k3,0.032,"[-0.985, 1.048]",1.017,0.052,0.959
norefined,k4,0.852,"[-0.091, 1.794]",0.942,1.508,0.136
norefined,k5,-0.426,"[-1.332, 0.48]",0.906,-0.785,0.435
refined,tt,-1.719,"[-2.719, -0.719]",1.000,-2.868,0.006
refined,c,-9.303,"[-14.962, -3.643]",5.660,-2.742,0.008
refined,s,-4.628,"[-7.118, -2.137]",2.490,-3.099,0.003
refined,k0,0.294,"[-0.588, 1.176]",0.882,0.556,0.580
refined,k1,0.157,"[-1.048, 1.362]",1.205,0.218,0.828
refined,k2,-0.546,"[-1.706, 0.614]",1.160,-0.785,0.435
refined,k3,-1.118,"[-2.624, 0.388]",1.506,-1.238,0.220
refined,k4,0.022,"[-0.723, 0.767]",0.745,0.049,0.961
refined,k5,-0.499,"[-1.541, 0.542]",1.041,-0.800,0.426
