stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.471,-4.467,-3.061,0.032,-0.089,-0.469,0.439,1.694,0.097,2023389730.714,1584,0,0,0.553
norefined,2,-2.068,-4.562,-3.245,-0.061,-0.198,-0.447,0.398,1.625,-0.035,1290713817.433,1584,0,0,0.453
norefined,3,-1.645,-4.625,-3.424,-0.116,-0.296,-0.404,0.362,1.591,-0.168,722276489.687,1584,0,0,0.356
norefined,4,-1.206,-4.717,-3.520,-0.170,-0.395,-0.360,0.301,1.531,-0.302,389334279.099,1584,0,0,0.256
norefined,5,-1.142,-4.904,-3.420,-0.183,-0.590,-0.354,0.224,1.166,-0.455,291529770.977,1584,0,0,0.233
norefined,6,-1.350,-5.074,-3.166,-0.108,-0.680,-0.342,0.286,0.861,-0.509,305743271.759,1584,0,0,0.266
norefined,7,-0.871,-5.141,-3.255,-0.124,-0.710,-0.307,0.260,0.851,-0.578,314852071.960,1584,0,0,0.169
norefined,8,-1.339,-5.144,-3.136,-0.072,-0.726,-0.341,0.285,0.750,-0.536,294379427.631,1584,0,0,0.260
norefined,9,-0.859,-5.204,-3.234,-0.089,-0.748,-0.309,0.258,0.751,-0.597,304389383.392,1584,0,0,0.165
norefined,10,-1.330,-5.204,-3.117,-0.040,-0.757,-0.341,0.285,0.663,-0.551,287188164.438,1584,0,0,0.256
refined,11,-1.330,-5.204,-3.117,-0.040,-0.757,-0.341,0.285,0.663,-0.551,287188164.438,1584,0,0,0.256
refined,12,-0.766,-5.357,-2.442,0.210,0.364,-0.205,-0.454,-0.251,-0.408,243330664.485,1584,0,0,0.143
refined,13,-1.049,-6.091,-3.068,0.008,-0.068,0.078,-0.131,-0.080,-0.409,181197279.445,1584,0,0,0.172
refined,14,-1.136,-6.519,-3.294,0.111,-0.144,-0.038,-0.129,0.035,-0.451,178802761.889,1584,0,0,0.174
refined,15,-1.157,-6.605,-3.346,0.142,-0.171,-0.075,-0.137,0.063,-0.468,178615722.545,1584,0,0,0.175
refined,16,-1.167,-6.652,-3.370,0.149,-0.178,-0.084,-0.142,0.068,-0.475,178603287.925,1584,0,0,0.175
refined,17,-1.167,-6.655,-3.372,0.151,-0.180,-0.087,-0.143,0.070,-0.476,178602445.701,1584,0,0,0.175
refined,18,-1.168,-6.660,-3.374,0.152,-0.181,-0.087,-0.144,0.070,-0.477,178602383.552,1584,0,0,0.175
refined,19,-1.168,-6.659,-3.374,0.152,-0.181,-0.088,-0.144,0.070,-0.477,178602378.147,1584,0,0,0.175
refined,20,-1.168,-6.660,-3.374,0.152,-0.181,-0.088,-0.144,0.070,-0.477,178602377.556,1584,0,0,0.175
