stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.357,"[-2.233, -0.481]",0.876,-3.094,0.003
norefined,c,-6.978,"[-11.735, -2.221]",4.757,-2.928,0.005
norefined,s,-3.212,"[-5.679, -0.744]",2.468,-2.598,0.012
norefined,k0,-1.858,"[-3.425, -0.292]",1.566,-2.368,0.021
norefined,k1,0.206,"[-0.864, 1.277]",1.071,0.385,0.702
norefined,k2,-1.474,"[-2.853, -0.096]",1.378,-2.136,0.036
norefined,k3,1.065,"[-0.065, 2.195]",1.130,1.880,0.064
norefined,k4,-0.334,"[-1.492, 0.824]",1.158,-0.576,0.566
norefined,k5,-0.785,"[-1.65, 0.079]",0.865,-1.813,0.074
refined,tt,-1.028,"[-1.51, -0.547]",0.482,-4.260,0.000
refined,c,-6.315,"[-9.168, -3.462]",2.853,-4.418,0.000
refined,s,-3.125,"[-4.645, -1.604]",1.521,-4.102,0.000
refined,k0,-0.165,"[-0.863, 0.534]",0.698,-0.471,0.639
refined,k1,-0.310,"[-0.843, 0.222]",0.533,-1.163,0.249
refined,k2,-0.097,"[-0.661, 0.468]",0.565,-0.341,0.734
refined,k3,0.056,"[-0.496, 0.608]",0.552,0.203,0.840
refined,k4,-0.224,"[-0.746, 0.298]",0.522,-0.858,0.394
refined,k5,-0.145,"[-0.569, 0.28]",0.424,-0.680,0.499
