stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,27.461,2.023,0.000,76,0,9,2467847025.414,526331540.642
refined,71.769,2.023,0.000,76,0,9,2467847025.414,231927950.212
