attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.770,"[-0.974, -0.567]",0.203,-6.316,0.000,3,0.150,152497150.183,0.127,-1.000,0.230,0,0,fn
c,-4.414,"[-5.645, -3.183]",1.231,-5.981,0.000,3,0.150,152497150.183,0.127,-6.000,1.586,0,0,fn
s,-2.419,"[-3.043, -1.796]",0.624,-6.470,0.000,3,0.150,152497150.183,0.127,-3.000,0.581,0,0,fn
k0,-0.212,"[-0.538, 0.114]",0.326,-1.083,0.283,3,0.150,152497150.183,0.127,0.000,-0.212,0,0,fp
k1,-0.139,"[-0.516, 0.238]",0.377,-0.614,0.541,3,0.150,152497150.183,0.127,0.000,-0.139,0,0,fp
k2,0.328,"[-0.025, 0.68]",0.353,1.550,0.126,3,0.150,152497150.183,0.127,0.000,0.328,0,0,fp
k3,0.100,"[-0.4, 0.601]",0.500,0.335,0.739,3,0.150,152497150.183,0.127,0.000,0.100,0,0,fp
k4,-0.102,"[-0.414, 0.209]",0.311,-0.549,0.585,3,0.150,152497150.183,0.127,0.000,-0.102,0,0,fp
k5,-0.041,"[-0.458, 0.376]",0.417,-0.162,0.872,3,0.150,152497150.183,0.127,0.000,-0.041,0,0,fp
vot,0.175,,,,,3,0.150,152497150.183,0.127,0.167,0.008,0,0,fn
tt,-3.896,"[-6.75, -1.041]",2.854,-2.276,0.026,3,0.200,213060956.763,0.147,-1.000,-2.896,0,0,fn
c,-22.497,"[-38.447, -6.547]",15.950,-2.353,0.022,3,0.200,213060956.763,0.147,-6.000,-16.497,0,0,fn
s,-11.243,"[-19.434, -3.053]",8.190,-2.290,0.025,3,0.200,213060956.763,0.147,-3.000,-8.243,0,0,fn
k0,-0.102,"[-1.4, 1.197]",1.298,-0.131,0.896,3,0.200,213060956.763,0.147,0.000,-0.102,0,0,fp
k1,0.158,"[-1.064, 1.379]",1.221,0.216,0.830,3,0.200,213060956.763,0.147,0.000,0.158,0,0,fp
k2,-1.769,"[-3.669, 0.131]",1.900,-1.553,0.125,3,0.200,213060956.763,0.147,0.000,-1.769,0,0,fp
k3,1.977,"[-0.184, 4.138]",2.161,1.526,0.132,3,0.200,213060956.763,0.147,0.000,1.977,0,0,fp
k4,0.528,"[-1.121, 2.176]",1.649,0.534,0.595,3,0.200,213060956.763,0.147,0.000,0.528,0,0,fp
k5,-3.644,"[-7.641, 0.353]",3.997,-1.521,0.133,3,0.200,213060956.763,0.147,0.000,-3.644,0,0,fp
vot,0.173,,,,,3,0.200,213060956.763,0.147,0.167,0.006,0,0,fn
tt,-2.084,"[-4.174, 0.005]",2.089,-1.664,0.101,3,0.250,511823992.062,0.239,-1.000,-1.084,1,0,fn
c,-18.777,"[-37.907, 0.353]",19.130,-1.637,0.106,3,0.250,511823992.062,0.239,-6.000,-12.777,1,0,fn
s,-7.038,"[-14.261, 0.184]",7.223,-1.625,0.109,3,0.250,511823992.062,0.239,-3.000,-4.038,1,0,fn
k0,-2.316,"[-5.103, 0.472]",2.788,-1.386,0.170,3,0.250,511823992.062,0.239,0.000,-2.316,0,0,fp
k1,2.614,"[-0.96, 6.187]",3.574,1.220,0.227,3,0.250,511823992.062,0.239,0.000,2.614,0,0,fp
k2,5.573,"[0.037, 11.109]",5.536,1.679,0.098,3,0.250,511823992.062,0.239,0.000,5.573,0,1,fp
k3,-3.980,"[-8.118, 0.158]",4.138,-1.604,0.113,3,0.250,511823992.062,0.239,0.000,-3.980,0,0,fp
k4,-0.853,"[-2.545, 0.839]",1.692,-0.841,0.404,3,0.250,511823992.062,0.239,0.000,-0.853,0,0,fp
k5,-1.716,"[-4.872, 1.441]",3.157,-0.906,0.368,3,0.250,511823992.062,0.239,0.000,-1.716,0,0,fp
vot,0.111,,,,,3,0.250,511823992.062,0.239,0.167,-0.056,0,0,fn
