stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,73.634,1.727,0.000,0,9,3194892893.694,293348289.760,76
refined,104.187,1.727,0.000,0,9,3194892893.694,213060956.763,76
