attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.873,"[-1.3, -0.446]",0.427,-3.407,0.001,11.513,ngd,48,189426769.861,0.138,-1.000,0.127,0,0,fn
c,-5.532,"[-8.087, -2.977]",2.555,-3.611,0.001,11.513,ngd,48,189426769.861,0.138,-6.000,0.468,0,0,fn
s,-3.476,"[-5.316, -1.636]",1.840,-3.151,0.002,11.513,ngd,48,189426769.861,0.138,-3.000,-0.476,0,0,fn
k0,-0.509,"[-1.465, 0.447]",0.956,-0.888,0.378,11.513,ngd,48,189426769.861,0.138,0.000,-0.509,0,0,fp
k1,0.564,"[-0.115, 1.244]",0.679,1.385,0.171,11.513,ngd,48,189426769.861,0.138,0.000,0.564,0,0,fp
k2,0.754,"[-0.212, 1.72]",0.966,1.302,0.197,11.513,ngd,48,189426769.861,0.138,0.000,0.754,0,0,fp
k3,-0.716,"[-1.44, 0.009]",0.725,-1.648,0.104,11.513,ngd,48,189426769.861,0.138,0.000,-0.716,0,0,fp
k4,-0.998,"[-2.015, 0.02]",1.018,-1.635,0.107,11.513,ngd,48,189426769.861,0.138,0.000,-0.998,0,0,fp
k5,-0.033,"[-0.501, 0.436]",0.468,-0.116,0.908,11.513,ngd,48,189426769.861,0.138,0.000,-0.033,0,0,fp
vot,0.158,,,,,11.513,ngd,48,189426769.861,0.138,0.167,-0.009,0,0,fn
tt,-1.156,"[-2.314, 0.001]",1.158,-1.666,0.100,11.671,lm,48,821728738.501,0.287,-1.000,-0.156,1,0,fn
c,-4.103,"[-8.528, 0.322]",4.425,-1.547,0.127,11.671,lm,48,821728738.501,0.287,-6.000,1.897,1,0,fn
s,-4.261,"[-8.701, 0.179]",4.440,-1.601,0.114,11.671,lm,48,821728738.501,0.287,-3.000,-1.261,1,0,fn
k0,-0.530,"[-2.581, 1.521]",2.051,-0.431,0.668,11.671,lm,48,821728738.501,0.287,0.000,-0.530,0,0,fp
k1,1.994,"[-0.924, 4.912]",2.918,1.140,0.258,11.671,lm,48,821728738.501,0.287,0.000,1.994,0,0,fp
k2,1.757,"[-0.215, 3.729]",1.972,1.486,0.142,11.671,lm,48,821728738.501,0.287,0.000,1.757,0,0,fp
k3,-0.150,"[-1.549, 1.249]",1.399,-0.179,0.859,11.671,lm,48,821728738.501,0.287,0.000,-0.150,0,0,fp
k4,-0.476,"[-1.716, 0.765]",1.240,-0.640,0.525,11.671,lm,48,821728738.501,0.287,0.000,-0.476,0,0,fp
k5,-1.630,"[-3.497, 0.237]",1.867,-1.456,0.150,11.671,lm,48,821728738.501,0.287,0.000,-1.630,0,0,fp
vot,0.282,,,,,11.671,lm,48,821728738.501,0.287,0.167,0.115,0,0,fn
tt,-2.063,"[-3.092, -1.034]",1.029,-3.345,0.001,23.605,ngd+lm,48,149820787.033,0.123,-1.000,-1.063,0,0,fn
c,-14.278,"[-21.468, -7.089]",7.190,-3.312,0.001,23.605,ngd+lm,48,149820787.033,0.123,-6.000,-8.278,0,0,fn
s,-12.707,"[-19.752, -5.662]",7.045,-3.009,0.004,23.605,ngd+lm,48,149820787.033,0.123,-3.000,-9.707,0,0,fn
k0,-3.269,"[-5.566, -0.972]",2.297,-2.373,0.020,23.605,ngd+lm,48,149820787.033,0.123,0.000,-3.269,0,1,fp
k1,-1.720,"[-3.256, -0.185]",1.536,-1.868,0.066,23.605,ngd+lm,48,149820787.033,0.123,0.000,-1.720,0,1,fp
k2,4.428,"[1.385, 7.471]",3.043,2.427,0.018,23.605,ngd+lm,48,149820787.033,0.123,0.000,4.428,0,1,fp
k3,-2.335,"[-4.235, -0.436]",1.900,-2.050,0.044,23.605,ngd+lm,48,149820787.033,0.123,0.000,-2.335,0,1,fp
k4,-3.924,"[-6.38, -1.468]",2.456,-2.665,0.010,23.605,ngd+lm,48,149820787.033,0.123,0.000,-3.924,0,1,fp
k5,1.650,"[0.463, 2.838]",1.187,2.318,0.023,23.605,ngd+lm,48,149820787.033,0.123,0.000,1.650,0,1,fp
vot,0.145,,,,,23.605,ngd+lm,48,149820787.033,0.123,0.167,-0.022,0,0,fn
