attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.719,"[-0.987, -0.451]",0.268,-4.468,0.000,5.380,ngd,19,233725467.801,0.155,-1.000,0.281,0,0,fn
c,-5.447,"[-7.34, -3.554]",1.893,-4.793,0.000,5.380,ngd,19,233725467.801,0.155,-6.000,0.553,0,0,fn
s,-3.422,"[-4.454, -2.39]",1.032,-5.523,0.000,5.380,ngd,19,233725467.801,0.155,-3.000,-0.422,0,0,fn
vot,0.132,,,,,5.380,ngd,19,233725467.801,0.155,0.167,-0.035,0,0,fn
tt,0.085,"[-0.122, 0.292]",0.207,0.682,0.497,5.900,lm,19,1205746286.510,0.352,-1.000,1.085,1,0,fn
c,-4.816,"[-9.443, -0.189]",4.627,-1.734,0.087,5.900,lm,19,1205746286.510,0.352,-6.000,1.184,0,0,fn
s,-4.248,"[-8.588, 0.092]",4.340,-1.631,0.107,5.900,lm,19,1205746286.510,0.352,-3.000,-1.248,1,0,fn
vot,-0.018,,,,,5.900,lm,19,1205746286.510,0.352,0.167,-0.184,0,0,fn
tt,-0.902,"[-1.177, -0.626]",0.275,-5.459,0.000,11.561,ngd+lm,19,147720835.790,0.123,-1.000,0.098,0,0,fn
c,-5.549,"[-7.164, -3.934]",1.615,-5.725,0.000,11.561,ngd+lm,19,147720835.790,0.123,-6.000,0.451,0,0,fn
s,-2.868,"[-3.648, -2.088]",0.780,-6.124,0.000,11.561,ngd+lm,19,147720835.790,0.123,-3.000,0.132,0,0,fn
vot,0.162,,,,,11.561,ngd+lm,19,147720835.790,0.123,0.167,-0.004,0,0,fn
