stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.116,"[-1.991, -0.241]",0.875,-2.545,0.013
norefined,c,-7.351,"[-13.021, -1.681]",5.670,-2.588,0.012
norefined,s,-4.011,"[-7.012, -1.009]",3.002,-2.667,0.010
norefined,k0,1.074,"[-0.388, 2.535]",1.461,1.466,0.147
norefined,k1,0.136,"[-1.287, 1.56]",1.423,0.191,0.849
norefined,k2,-0.116,"[-1.213, 0.98]",1.096,-0.212,0.833
norefined,k3,0.225,"[-0.903, 1.352]",1.127,0.398,0.692
norefined,k4,0.218,"[-0.788, 1.224]",1.006,0.432,0.667
norefined,k5,-1.319,"[-2.633, -0.005]",1.314,-2.004,0.049
refined,tt,-0.956,"[-1.351, -0.562]",0.395,-4.836,0.000
refined,c,-5.804,"[-8.2, -3.408]",2.396,-4.835,0.000
refined,s,-3.203,"[-4.536, -1.87]",1.333,-4.796,0.000
refined,k0,0.292,"[-0.365, 0.949]",0.657,0.886,0.379
refined,k1,0.460,"[-0.447, 1.367]",0.907,1.012,0.315
refined,k2,0.072,"[-0.597, 0.741]",0.669,0.215,0.830
refined,k3,0.007,"[-0.706, 0.721]",0.714,0.020,0.984
refined,k4,-0.112,"[-0.687, 0.463]",0.575,-0.389,0.699
refined,k5,-0.305,"[-0.992, 0.383]",0.687,-0.885,0.379
