stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,74.675,2.023,0.000,76,0,9,3759821512.018,340841146.059
refined,143.949,2.023,0.000,76,0,9,3759821512.018,184880697.060
