stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,59.548,2.023,0.000,76,0,9,2512653505.128,279216139.251
refined,90.509,2.023,0.000,76,0,9,2512653505.128,190960469.483
