stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,35.936,1.727,0.000,0,9,2690977400.029,461791886.181,76
refined,54.083,1.727,0.000,0,9,2690977400.029,325593352.718,76
