stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.320,"[-2.461, -0.18]",1.140,-2.311,0.024
norefined,c,-5.541,"[-10.097, -0.986]",4.556,-2.428,0.018
norefined,s,-4.321,"[-8.449, -0.194]",4.128,-2.090,0.040
norefined,k0,-1.066,"[-2.615, 0.483]",1.549,-1.373,0.174
norefined,k1,0.523,"[-1.573, 2.618]",2.096,0.498,0.620
norefined,k2,-0.002,"[-1.014, 1.011]",1.013,-0.003,0.998
norefined,k3,0.784,"[-0.695, 2.264]",1.479,1.059,0.294
norefined,k4,-0.161,"[-1.324, 1.002]",1.163,-0.277,0.783
norefined,k5,-0.713,"[-1.702, 0.277]",0.989,-1.437,0.155
refined,tt,-1.131,"[-1.976, -0.286]",0.845,-2.672,0.009
refined,c,-6.706,"[-11.665, -1.747]",4.959,-2.699,0.009
refined,s,-3.958,"[-7.023, -0.893]",3.065,-2.578,0.012
refined,k0,-0.424,"[-1.104, 0.257]",0.681,-1.242,0.219
refined,k1,0.535,"[-1.057, 2.128]",1.593,0.671,0.505
refined,k2,0.197,"[-0.592, 0.986]",0.789,0.499,0.620
refined,k3,0.250,"[-0.721, 1.22]",0.970,0.514,0.609
refined,k4,1.011,"[0.039, 1.984]",0.973,2.075,0.042
refined,k5,-0.463,"[-1.165, 0.239]",0.702,-1.315,0.193
