stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.248,-5.101,-4.178,-1.114,0.764,0.058,0.972,-0.459,-0.842,1160202173.744,1584,0,0,0.441
norefined,2,-1.775,-5.225,-4.267,-1.128,0.735,0.045,0.958,-0.499,-0.819,604433217.414,1584,0,0,0.340
norefined,3,-1.295,-5.339,-4.329,-1.129,0.726,0.040,0.945,-0.533,-0.781,331612709.820,1584,0,0,0.243
norefined,4,-0.896,-5.500,-4.329,-1.085,0.629,-0.101,0.793,-0.505,-0.683,383272513.237,1584,0,0,0.163
norefined,5,-1.376,-5.505,-4.245,-1.098,0.577,-0.149,0.721,-0.467,-0.687,314518966.228,1584,0,0,0.250
norefined,6,-0.898,-5.610,-4.280,-1.077,0.569,-0.175,0.685,-0.468,-0.608,358996207.059,1584,0,0,0.160
norefined,7,-1.382,-5.605,-4.201,-1.082,0.523,-0.215,0.623,-0.429,-0.611,301332231.436,1584,0,0,0.247
norefined,8,-0.901,-5.703,-4.240,-1.062,0.524,-0.226,0.598,-0.431,-0.534,342061809.301,1584,0,0,0.158
norefined,9,-1.387,-5.691,-4.165,-1.061,0.481,-0.261,0.544,-0.391,-0.539,291456766.643,1584,0,0,0.244
norefined,10,-0.904,-5.784,-4.205,-1.041,0.488,-0.262,0.525,-0.395,-0.466,329118872.744,1584,0,0,0.156
refined,11,-1.387,-5.691,-4.165,-1.061,0.481,-0.261,0.544,-0.391,-0.539,291456766.643,1584,0,0,0.244
refined,12,-0.924,-6.089,-2.411,0.494,-0.020,0.266,-1.023,-0.230,0.472,252588810.018,1584,0,0,0.152
refined,13,-1.133,-7.043,-3.137,0.139,-0.086,0.066,-0.470,-0.157,0.296,163613035.689,1584,0,0,0.161
refined,14,-1.262,-7.730,-3.523,0.095,-0.021,0.103,-0.416,-0.137,0.232,161302433.910,1584,0,0,0.163
refined,15,-1.271,-7.759,-3.547,0.091,0.019,0.109,-0.392,-0.118,0.222,161267125.154,1584,0,0,0.164
refined,16,-1.281,-7.816,-3.579,0.097,0.028,0.105,-0.404,-0.123,0.227,161264634.349,1584,0,0,0.164
refined,17,-1.280,-7.804,-3.574,0.095,0.031,0.107,-0.401,-0.120,0.226,161264318.294,1584,0,0,0.164
refined,18,-1.281,-7.813,-3.579,0.096,0.032,0.106,-0.403,-0.121,0.226,161264264.535,1584,0,0,0.164
refined,19,-1.281,-7.810,-3.578,0.096,0.032,0.106,-0.402,-0.121,0.226,161264254.305,1584,0,0,0.164
refined,20,-1.281,-7.812,-3.578,0.096,0.032,0.106,-0.402,-0.121,0.226,161264252.206,1584,0,0,0.164
