stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,47.057,1.727,0.000,0,9,3121491304.661,426367061.094,76
refined,81.250,1.727,0.000,0,9,3121491304.661,261998066.379,76
