stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,108.753,2.023,0.000,76,0,9,3021248230.117,193563550.030
refined,190.527,2.023,0.000,76,0,9,3021248230.117,113609951.493
