stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.509,"[-2.517, -0.501]",1.008,-2.987,0.004
norefined,c,-7.763,"[-13.022, -2.505]",5.258,-2.947,0.004
norefined,s,-3.518,"[-5.931, -1.106]",2.413,-2.911,0.005
norefined,k0,0.377,"[-0.171, 0.925]",0.548,1.374,0.174
norefined,k1,0.134,"[-0.824, 1.092]",0.958,0.279,0.781
norefined,k2,-0.764,"[-1.69, 0.163]",0.926,-1.646,0.105
norefined,k3,0.128,"[-0.434, 0.69]",0.562,0.455,0.650
norefined,k4,-0.288,"[-0.898, 0.322]",0.610,-0.942,0.349
norefined,k5,0.035,"[-0.802, 0.872]",0.837,0.083,0.934
refined,tt,-0.731,"[-1.035, -0.427]",0.304,-4.795,0.000
refined,c,-4.363,"[-6.133, -2.593]",1.770,-4.920,0.000
refined,s,-2.197,"[-3.016, -1.379]",0.818,-5.359,0.000
refined,k0,0.222,"[-0.076, 0.521]",0.298,1.488,0.141
refined,k1,0.439,"[-0.042, 0.921]",0.482,1.820,0.073
refined,k2,-0.278,"[-0.643, 0.086]",0.364,-1.527,0.132
refined,k3,-0.256,"[-0.585, 0.073]",0.329,-1.554,0.125
refined,k4,-0.039,"[-0.374, 0.297]",0.336,-0.232,0.818
refined,k5,-0.171,"[-0.636, 0.293]",0.464,-0.737,0.464
